Time [s],input,useful,fir_out,iir_out
2.220000000000000029e-01,-2.284528984750014757e+00,-1.383687195445058915e+00,4.633305304587360673e-01,-1.072795421746719047e+00
2.230000000000000038e-01,-1.516502908124761628e+00,-1.628395195788041150e+00,4.896803599883940983e-01,-1.623124694916185273e+00
2.240000000000000047e-01,-8.982812661203802840e-01,-1.461470224878781643e+00,6.966144788411494648e-01,-1.610067848181868433e+00
2.250000000000000056e-01,-1.846891666149770961e+00,-1.000000000000009548e+00,1.045199488262010590e+00,-1.176113227613192258e+00
2.260000000000000064e-01,-2.151042588494811447e-01,-5.031042765786087889e-01,1.429284062938569022e+00,-8.597954423970763926e-01
2.270000000000000073e-01,-1.644149435134927839e-01,-2.311577759884644312e-01,1.658373601482776127e+00,-2.823133514430526958e-01
2.280000000000000082e-01,-1.348691428971562356e+00,-3.049686555589588011e-01,1.531527734718299172e+00,1.007740116377273121e-02
2.290000000000000091e-01,-4.306379294130725788e-02,-6.412353639263973504e-01,1.004809409127540576e+00,-1.742707795303425344e-01
2.300000000000000100e-01,-1.052748598353975495e+00,-9.992349288971966725e-01,2.984018303061155564e-01,-1.803659603174074533e-01
2.310000000000000109e-01,-1.354854430636347917e+00,-1.113380367075155641e+00,-2.147623793875305109e-01,-3.201316644283255797e-01
2.320000000000000118e-01,3.046636869307070561e-01,-8.397194350162660026e-01,-2.941613514249254990e-01,-3.186078500043232342e-01
2.330000000000000127e-01,-1.146115363854604552e-01,-2.368734405447299185e-01,-3.035192267651023318e-02,2.620415289749978838e-01
2.340000000000000135e-01,5.121432039306917927e-01,4.625608054354966026e-01,2.448935538365862585e-01,7.536132500009468105e-01
2.349999999999999867e-01,1.470489510250305942e+00,9.747565557815420778e-01,2.463415554334396906e-01,1.141185105762411167e+00
2.359999999999999876e-01,8.131504681405793411e-01,1.115132610827930471e+00,-6.302002687180000007e-02,1.495620069638599947e+00
2.369999999999999885e-01,8.381608487525982198e-01,8.951111766279811199e-01,-5.269403176660479859e-01,1.389263097805503389e+00
2.379999999999999893e-01,1.392725247087494678e+00,5.128260558965278548e-01,-9.881868287633522874e-01,1.183883615046608995e+00
2.389999999999999902e-01,1.273819386867440784e-01,2.429277433176530998e-01,-1.376062725522847030e+00,1.021220736967171749e+00
2.399999999999999911e-01,9.197857656044692298e-01,2.853169548885357010e-01,-1.628094078877823758e+00,6.916757354616803743e-01
2.409999999999999920e-01,1.546942381982843617e+00,6.548871294432605517e-01,-1.620151529065151808e+00,7.373076167600272068e-01
2.419999999999999929e-01,5.745509864830494751e-01,1.172109649443659585e+00,-1.259377676326492779e+00,9.653881434035169740e-01
2.429999999999999938e-01,1.526226781503159824e+00,1.559612708980030904e+00,-6.591509628942791021e-01,8.872291086896990642e-01
2.439999999999999947e-01,1.782566639117444396e+00,1.592428127976107444e+00,-1.600008102805823840e-01,9.775960925875000207e-01
2.449999999999999956e-01,5.955224322228080958e-01,1.220466670979688750e+00,-9.824497081097091633e-02,9.932893140526093401e-01
2.459999999999999964e-01,1.048133872088075513e+00,5.968138424337043890e-01,-5.138905399063037338e-01,5.643315080764456093e-01
2.469999999999999973e-01,-8.895904875251314792e-02,-3.532474964040743792e-03,-1.081948400712783531e+00,6.832916960933901884e-02
2.479999999999999982e-01,-1.122345425656397389e+00,-3.304941572151096074e-01,-1.342398245769748089e+00,-6.209056799582666208e-01
2.489999999999999991e-01,4.454138894708304375e-01,-2.918016595643657118e-01,-1.032562251630835037e+00,-1.075393479720841095e+00
2.500000000000000000e-01,2.339817283629958833e-01,-9.701430979538753197e-15,-2.543516741994687469e-01,-6.800264709736035806e-01
2.510000000000000009e-01,-3.823317890421205623e-01,2.918016595643543321e-01,6.202092001458154868e-01,-3.206226182561610072e-01
2.520000000000000018e-01,1.024035061447891692e+00,3.304941572151177120e-01,1.192525949514910533e+00,-2.623275561918603782e-01
2.530000000000000027e-01,-2.421291660076768659e-01,3.532474964069165502e-03,1.261270612677787284e+00,-1.161966247037940630e-01
2.540000000000000036e-01,-1.023796194919560198e+00,-5.968138424336666414e-01,9.191379532070014236e-01,-4.556650911988257557e-01
2.550000000000000044e-01,-7.112499759127166588e-01,-1.220466670979658108e+00,4.852337151196858267e-01,-1.077937389827100745e+00
2.560000000000000053e-01,-1.854329226573298239e+00,-1.592428127976097008e+00,3.059256023533600266e-01,-1.425760713718363881e+00
2.570000000000000062e-01,-1.259244736380912055e+00,-1.559612708980044449e+00,5.295726223094306961e-01,-1.612481505916390612e+00
2.580000000000000071e-01,-2.077143365481104453e-01,-1.172109649443688006e+00,1.007900132159287754e+00,-1.283731776879626807e+00
2.590000000000000080e-01,-1.664150134282148086e+00,-6.548871294432885293e-01,1.415197131699234445e+00,-7.921471941947642037e-01
2.600000000000000089e-01,-2.616898260245935637e-01,-2.853169548885483575e-01,1.495306467008147955e+00,-7.033212749022538235e-01
2.610000000000000098e-01,-3.712118868917357872e-02,-2.429277433176452172e-01,1.223737958127144809e+00,-3.887903018658337984e-01
2.620000000000000107e-01,-1.730974235266831140e+00,-5.128260558965067606e-01,7.645308421636994867e-01,-2.227099595675689492e-01
2.630000000000000115e-01,-4.830847547704602563e-01,-8.951111766279613580e-01,3.055649351992819063e-01,-5.701944477294135227e-01
2.640000000000000124e-01,-6.254921381171790751e-01,-1.115132610827926918e+00,-4.090319104423768143e-02,-5.379676186277728700e-01
2.650000000000000133e-01,-1.946534103842756824e+00,-9.747565557815616177e-01,-2.069276757900888886e-01,-4.809344536136546666e-01
2.660000000000000142e-01,-5.141943738193859303e-01,-4.625608054355092036e-01,-1.324180632344183206e-01,-6.820974127679921839e-01
2.670000000000000151e-01,1.668540271202461622e-01,2.368734405446899505e-01,1.621220236784919888e-01,-2.560996490399212178e-01
2.680000000000000160e-01,1.194232458608593811e-01,8.397194350162570098e-01,4.754921841023121987e-01,5.122990967985735500e-01
2.690000000000000169e-01,1.768567395317004909e+00,1.113380367075154309e+00,4.852732192624664154e-01,1.132924296671692810e+00
2.700000000000000178e-01,1.171659951797289212e+00,9.992349288972124377e-01,2.089508940518092130e-03,1.675518047934587695e+00
2.710000000000000187e-01,3.748704983104810817e-01,6.412353639264050109e-01,-8.057160712997798457e-01,1.581779024496488439e+00
2.720000000000000195e-01,9.809997380208210771e-01,3.049686555589633530e-01,-1.482656317365024901e+00,1.032796050815576905e+00
2.730000000000000204e-01,1.011859694995407982e-01,2.311577759884584360e-01,-1.633478257664255917e+00,6.932651390239734646e-01
2.740000000000000213e-01,-1.573537115189670155e-03,5.031042765786005733e-01,-1.233447630957121621e+00,3.746309320889249506e-01
2.750000000000000222e-01,1.675865091187846101e+00,9.999999999999993339e-01,-6.188176259897014697e-01,4.122844926583018044e-01
2.760000000000000231e-01,9.300443366227715281e-01,1.461470224878761659e+00,-1.945108180684868293e-01,9.466316134419918704e-01
2.770000000000000240e-01,1.621369903018031300e+00,1.628395195788042038e+00,-1.551379776060698712e-01,1.230613918354877434e+00
2.780000000000000249e-01,1.887427666001270321e+00,1.383687195445067353e+00,-4.431206172462902604e-01,1.318293128360278565e+00
2.790000000000000258e-01,4.547478554130282569e-01,8.167018909164401874e-01,-8.792746697181256232e-01,1.151315027024905735e+00
2.800000000000000266e-01,5.456573759621589081e-01,1.763355756877482694e-01,-1.267871344181127347e+00,4.831753351534155971e-01
2.810000000000000275e-01,3.943250296458820081e-01,-2.618217839450100448e-01,-1.408593054610482120e+00,-5.280342764380716036e-02
2.819999999999999729e-01,-1.039455311560681938e+00,-3.423396606865617420e-01,-1.123925773804431927e+00,-4.625116979849661081e-01
2.829999999999999738e-01,-2.170286327322027975e-01,-1.112924014861000899e-01,-3.870539595166311853e-01,-9.298643095929561841e-01
2.839999999999999747e-01,1.272256177754618856e+00,2.118943383068767339e-01,5.579110378747880183e-01,-6.345560925278277420e-01
2.849999999999999756e-01,-1.985560082009586724e-01,3.567225670316609976e-01,1.274125185988359554e+00,4.678538933554463042e-02
2.859999999999999765e-01,6.649224303061381791e-01,1.516252626245159774e-01,1.418217073557116903e+00,1.034005415231971925e-01
2.869999999999999774e-01,-1.181638065231059020e-01,-3.797368028693708930e-01,1.000872725771746019e+00,-1.223733830082026214e-01
2.879999999999999782e-01,-1.676302675551692101e+00,-1.028200429655029335e+00,3.824881777354214862e-01,-6.625715518498543899e-01
2.889999999999999791e-01,-1.025281005053135797e+00,-1.509685616770063632e+00,1.456911436647979029e-03,-1.418638825272065418e+00
2.899999999999999800e-01,-1.545980636628994098e+00,-1.616796077701768031e+00,7.819664379699549361e-02,-1.648944135468351835e+00
2.909999999999999809e-01,-2.207450102329276742e+00,-1.329342273185702528e+00,5.278815000627868903e-01,-1.687483427058416030e+00
2.919999999999999818e-01,6.123130382257656323e-02,-8.239438074128948575e-01,1.088636306697478240e+00,-1.452533648796854093e+00
2.929999999999999827e-01,-7.943205263433831265e-01,-3.775536132772423503e-01,1.501465884487978020e+00,-6.542549177279923800e-01
2.939999999999999836e-01,-4.635745966104739546e-01,-2.172259769559364839e-01,1.608214268633813004e+00,-1.807973592354452097e-01
2.949999999999999845e-01,3.723403942185039561e-01,-3.975673177702036543e-01,1.364076884163339942e+00,-4.621477258428929868e-03
2.959999999999999853e-01,-1.175322050960510012e+00,-7.722803694236768379e-01,8.373561434024033856e-01,7.522179602002240784e-02
2.969999999999999862e-01,-5.821776328779315612e-01,-1.075186064922039941e+00,2.099637595615029273e-01,-2.507475944969018156e-01
2.979999999999999871e-01,-1.048397652380431144e-01,-1.066743262584475938e+00,-2.733091585964582682e-01,-3.273058630726923268e-01
2.989999999999999880e-01,-1.246827779867738517e+00,-6.665642887358422808e-01,-4.237074147048477402e-01,-1.791894642753371070e-01
2.999999999999999889e-01,1.109714036866901038e-02,-3.537720806505169877e-14,-2.334721895018024573e-01,-1.946678917598852199e-01
3.009999999999999898e-01,1.053987354723923353e+00,6.665642887357859925e-01,9.188396444865155888e-02,2.793394500315534157e-01
3.019999999999999907e-01,5.769533341989662167e-01,1.066743262584455287e+00,2.396445502098137892e-01,1.010712294117443344e+00
3.029999999999999916e-01,1.722984455989924335e+00,1.075186064922057483e+00,-2.002421255867577535e-02,1.368581352316308175e+00
3.039999999999999925e-01,1.258597351464504799e+00,7.722803694237149186e-01,-6.781702139852888722e-01,1.541606034817444515e+00
3.049999999999999933e-01,1.675519977156325613e-02,3.975673177702349070e-01,-1.458319340117987917e+00,1.229824051712683053e+00
3.059999999999999942e-01,6.593847362893351383e-01,2.172259769559383713e-01,-1.958028497362889198e+00,5.444769180939003084e-01
3.069999999999999951e-01,1.815036212871745103e-01,3.775536132772098208e-01,-1.893859103735471283e+00,2.298297588636615263e-01
3.079999999999999960e-01,-1.002109778487560998e-01,8.239438074128433431e-01,-1.293572335752996461e+00,1.030179453318586791e-01
3.089999999999999969e-01,1.712307786249157360e+00,1.329342273185659007e+00,-4.971886941744427246e-01,2.547889125828892154e-01
3.099999999999999978e-01,1.548161071793243693e+00,1.616796077701757817e+00,5.475018082978158618e-02,9.358865424757270013e-01
3.109999999999999987e-01,1.019217223983065690e+00,1.509685616770094718e+00,1.056071830170857151e-01,1.264316266304022829e+00
3.119999999999999996e-01,1.556802249798258986e+00,1.028200429655089732e+00,-2.730636207617916922e-01,1.022060915531942671e+00
3.130000000000000004e-01,1.124619297484936165e-01,3.797368028694337316e-01,-7.665389386949787998e-01,6.125481913027597258e-01
3.140000000000000013e-01,-5.720154408693087777e-01,-1.516252626244921076e-01,-1.036233656079720511e+00,-1.494570323432074244e-01
3.150000000000000022e-01,2.600203724734538868e-01,-3.567225670316593877e-01,-9.057024095874957048e-01,-7.440193689025853541e-01
3.160000000000000031e-01,-9.094523136995517065e-01,-2.118943383069039621e-01,-4.097798445318259764e-01,-8.181368392605721240e-01
3.170000000000000040e-01,-1.141254912810935884e-01,1.112924014860803557e-01,2.648077846262575363e-01,-8.333385963187684986e-01
3.180000000000000049e-01,1.321277285126329692e+00,3.423396606865518610e-01,8.670035892516285703e-01,-4.098036272620728671e-01
3.190000000000000058e-01,-5.361988300278006658e-01,2.618217839450162621e-01,1.175103413624241311e+00,1.205856621903341891e-01
3.200000000000000067e-01,-3.641834841370378273e-01,-1.763355756877347802e-01,1.095540378160430928e+00,-2.012182748291769241e-01
3.210000000000000075e-01,-2.048016303474389510e-01,-8.167018909164003304e-01,7.259322821533130687e-01,-6.717667978174375332e-01
3.220000000000000084e-01,-2.072045255821943321e+00,-1.383687195445057139e+00,3.242338619790213761e-01,-1.011598943132318018e+00
3.230000000000000093e-01,-1.516935813756894458e+00,-1.628395195788041150e+00,1.648284680774124711e-01,-1.576253983660659941e+00
3.240000000000000102e-01,-1.074778966195817809e+00,-1.461470224878782975e+00,3.679810808318040860e-01,-1.664856210642797318e+00
3.250000000000000111e-01,-1.857817137299865529e+00,-1.000000000000011768e+00,8.369065052261212001e-01,-1.341316129036338012e+00
3.260000000000000120e-01,-3.043239733417913429e-01,-5.031042765786103432e-01,1.333988996724413623e+00,-1.020495003193613082e+00
3.270000000000000129e-01,-2.832845777291016776e-02,-2.311577759884647643e-01,1.616358240782881373e+00,-3.649500326553644092e-01
3.280000000000000138e-01,-1.205825819304726210e+00,-3.049686555589579129e-01,1.540422504515657431e+00,3.434902965945080267e-02
3.290000000000000147e-01,4.018255223527219533e-01,-6.412353639263956850e-01,1.107073568947000375e+00,-2.166701707145954336e-02
3.300000000000000155e-01,-1.128565537688235532e+00,-9.992349288971956733e-01,4.705341345773466633e-01,4.435005585487789871e-03
3.310000000000000164e-01,-1.646316212046247784e+00,-1.113380367075156085e+00,-9.105685293818872872e-02,-3.503590461068183393e-01
3.320000000000000173e-01,1.600548833653672731e-02,-8.397194350162677789e-01,-3.015381785303073436e-01,-6.178243043051648842e-01
3.330000000000000182e-01,-7.635950662248259802e-01,-2.368734405447326385e-01,-7.955147270640693102e-02,-1.863081688672010572e-01
3.340000000000000191e-01,-3.199048182205748714e-01,4.625608054354939935e-01,3.480763330324681548e-01,1.547793021334163965e-01
3.350000000000000200e-01,1.663385148226325994e+00,9.747565557815536241e-01,5.564316554702424256e-01,6.193396303241438527e-01
3.360000000000000209e-01,8.105479382745641725e-01,1.115132610827930471e+00,2.308682086705598213e-01,1.399027101947464491e+00
3.370000000000000218e-01,5.045877530909173014e-01,8.951111766279694626e-01,-5.654148835851772192e-01,1.500541109271085194e+00
3.380000000000000226e-01,1.109632666300842452e+00,5.128260558965154203e-01,-1.416223711282023290e+00,1.129426580385165746e+00
3.390000000000000235e-01,-1.129341037117892688e+00,2.429277433176534329e-01,-1.859083119760451597e+00,6.411305703574440296e-01
3.400000000000000244e-01,1.861072318376023604e-01,2.853169548885349238e-01,-1.714954822021730774e+00,-1.328994525517912528e-02
3.410000000000000253e-01,1.380220445816121799e+00,6.548871294432772050e-01,-1.178345925435247965e+00,1.591698217135754656e-01
3.420000000000000262e-01,5.224362429015187992e-01,1.172109649443657586e+00,-6.245527548927553019e-01,8.904663021875169893e-01
3.430000000000000271e-01,1.914124370165306566e+00,1.559612708980030016e+00,-3.400177655573275448e-01,1.226975106595649123e+00
3.439999999999999725e-01,1.980695208875820956e+00,1.592428127976114771e+00,-3.922904858222848734e-01,1.517840871427050375e+00
3.449999999999999734e-01,3.636772136796785904e-01,1.220466670979731383e+00,-6.693740464866601014e-01,1.426273796850547670e+00
3.459999999999999742e-01,1.275111107785368958e+00,5.968138424337070536e-01,-9.861874703628346062e-01,7.819035952981019388e-01
3.469999999999999751e-01,2.097533994093554177e-01,-3.532474964020093644e-03,-1.159939787652911836e+00,3.290713842879011142e-01
3.479999999999999760e-01,-1.667100203150655879e+00,-3.304941572150983942e-01,-1.049175128149379965e+00,-3.681075459950364781e-01
3.489999999999999769e-01,6.104143561658007533e-01,-2.918016595643664890e-01,-6.088819451209944722e-01,-1.026452452734980092e+00
3.499999999999999778e-01,-2.694201153615019551e-01,-2.381381876629969677e-14,5.604125096331254857e-02,-7.203276184188862619e-01
3.509999999999999787e-01,-1.158971682574827522e-02,2.918016595643384559e-01,7.114159324932463058e-01,-3.010267233711245716e-01
3.519999999999999796e-01,1.514876112380975748e+00,3.304941572151183227e-01,1.106338675767189361e+00,3.345033290530803616e-02
3.529999999999999805e-01,-5.307120169617410288e-02,3.532474964089815650e-03,1.119492928600395398e+00,4.087542881610826129e-01
3.539999999999999813e-01,-8.410131190039671356e-01,-5.968138424336142389e-01,8.343348617571143544e-01,-3.198288939882722171e-02
3.549999999999999822e-01,4.398300393885506976e-02,-1.220466670979655888e+00,4.852347421127231608e-01,-7.105271420805436833e-01
3.559999999999999831e-01,-2.338187406235419541e+00,-1.592428127976089680e+00,3.210690809851331484e-01,-1.107541469121201994e+00
3.569999999999999840e-01,-1.743363345000377373e+00,-1.559612708980063100e+00,4.749715385109462007e-01,-1.703313472068004319e+00
3.579999999999999849e-01,-3.514979025827281722e-01,-1.172109649443690005e+00,8.961687556382385011e-01,-1.684371251861297214e+00
3.589999999999999858e-01,-1.543878141065301079e+00,-6.548871294433086243e-01,1.375393711004415209e+00,-1.015680303446399702e+00
3.599999999999999867e-01,2.176361595488331413e-01,-2.853169548885658990e-01,1.648973723942454450e+00,-5.509564756631010196e-01
3.609999999999999876e-01,2.591125061661365137e-01,-2.429277433176447731e-01,1.534385157363655328e+00,1.110110188639287787e-02
3.619999999999999885e-01,-1.456482845131688686e+00,-5.128260558964912175e-01,1.039672034125084021e+00,1.614300078674884009e-01
3.629999999999999893e-01,-5.809690189677993999e-01,-8.951111766279339355e-01,3.705356811981707632e-01,-3.847502491567638683e-01
3.639999999999999902e-01,-3.871250094137266284e-01,-1.115132610827926696e+00,-1.846832467359048047e-01,-5.221140971938441622e-01
3.649999999999999911e-01,-1.925018189042964734e+00,-9.747565557815759396e-01,-4.205320015803542533e-01,-4.782708477137195269e-01
3.659999999999999920e-01,-1.422244265684743103e-01,-4.625608054355606624e-01,-3.283947169269599287e-01,-6.080152628157389216e-01
3.669999999999999929e-01,6.101143138639788521e-01,2.368734405446872027e-01,-8.873053867366564873e-02,-5.416893685230861344e-02
3.679999999999999938e-01,-2.775294028963885551e-01,8.397194350162375809e-01,4.960526095031164012e-02,6.589602074432265866e-01
3.689999999999999947e-01,1.567447558647308004e+00,1.113380367075148758e+00,-8.539005115488135234e-02,9.421377368494617821e-01
3.699999999999999956e-01,7.896761455954178777e-01,9.992349288972134369e-01,-5.032496139150494097e-01,1.259364295528695665e+00
3.709999999999999964e-01,-1.145617991914172074e-01,6.412353639264214422e-01,-1.051832403328362808e+00,1.117964298686346503e+00
3.719999999999999973e-01,1.030247268609875366e+00,3.049686555589820047e-01,-1.500521013867258890e+00,6.511944724393826656e-01
3.729999999999999982e-01,4.449962873317309109e-01,2.311577759884582139e-01,-1.657901003869603596e+00,6.250517621281644898e-01
3.739999999999999991e-01,2.597163055766431583e-01,5.031042765785831428e-01,-1.468910972573420848e+00,6.132882728687542029e-01
3.750000000000000000e-01,1.805599553911351851e+00,9.999999999999574785e-01,-1.051652603393633312e+00,6.848627792264357916e-01
3.760000000000000009e-01,9.350665503448124527e-01,1.461470224878760327e+00,-6.388851312529653104e-01,1.061902385988968911e+00
3.770000000000000018e-01,1.599769416684600154e+00,1.628395195788043370e+00,-4.444513771096054167e-01,1.192858202481756225e+00
3.780000000000000027e-01,2.251632390684756402e+00,1.383687195445069129e+00,-5.344248982326256225e-01,1.295754093926842376e+00
3.790000000000000036e-01,3.922905344835058705e-01,8.167018909164427409e-01,-7.819733384497562501e-01,1.223619267644894926e+00
3.800000000000000044e-01,5.215793453597308282e-01,1.763355756877724168e-01,-9.449208266522436395e-01,4.937920174793212214e-01
3.810000000000000053e-01,1.333455845090454339e-01,-2.618217839450089346e-01,-8.250624158966184396e-01,-2.004137933609528854e-01
3.820000000000000062e-01,-1.666398613428199837e+00,-3.423396606865583558e-01,-3.935372595751905345e-01,-8.053173259717180121e-01
3.830000000000000071e-01,1.304705704581159142e-01,-1.112924014861013527e-01,1.983661142292570956e-01,-1.289429130354049491e+00
3.840000000000000080e-01,7.019878826006928918e-01,2.118943383068964681e-01,7.231844917141820872e-01,-8.084664587544099223e-01
3.850000000000000089e-01,-3.715827182350851521e-01,3.567225670316604424e-01,1.020249462574539745e+00,-1.373526311777651387e-01
3.860000000000000098e-01,4.721475232306279191e-01,1.516252626245174207e-01,1.070579103747412386e+00,-1.318918731322914761e-01
3.870000000000000107e-01,-1.906782772970763984e-01,-3.797368028694163566e-01,9.665244513338389076e-01,-2.611751130728292569e-01
3.880000000000000115e-01,-1.649361468278439657e+00,-1.028200429655049764e+00,8.316060590158419474e-01,-6.827943884339132685e-01
3.890000000000000124e-01,-7.093324062434244182e-01,-1.509685616770062300e+00,7.583519333651778105e-01,-1.290276193617859279e+00
3.900000000000000133e-01,-1.284051366981680653e+00,-1.616796077701760481e+00,7.949272009560001129e-01,-1.373140160073473393e+00
3.910000000000000142e-01,-2.518125722205695638e+00,-1.329342273185687651e+00,9.546775238188822676e-01,-1.481802883557705730e+00
3.920000000000000151e-01,-4.752632158326440259e-01,-8.239438074128969669e-01,1.199360829947138996e+00,-1.593712065077030449e+00
3.930000000000000160e-01,-2.592819090548719729e-01,-3.775536132772188136e-01,1.411340933881399140e+00,-8.855740949160442188e-01
3.940000000000000169e-01,-5.354045443967376805e-01,-2.172259769559370390e-01,1.420604472019424636e+00,-1.051650953622162432e-01
3.950000000000000178e-01,6.007914014248477708e-01,-3.975673177702023775e-01,1.106843881154244480e+00,2.230801208005442071e-01
3.960000000000000187e-01,-1.313717193139829931e+00,-7.722803694237043715e-01,5.208369170439247631e-01,2.126658093037654684e-01
3.970000000000000195e-01,-1.440938508673311746e+00,-1.075186064922045936e+00,-8.901625485890772571e-02,-4.099427287718350743e-01
3.980000000000000204e-01,-2.559471151852018012e-01,-1.066743262584476826e+00,-4.157228048784138985e-01,-7.808323779406026732e-01
3.990000000000000213e-01,-1.548724761106489600e+00,-6.665642887358015356e-01,-3.124506303123126272e-01,-5.423227330521420697e-01
4.000000000000000222e-01,-3.825404217710378085e-01,-1.116877880822385940e-14,7.835966371565503130e-02,-3.822421123412739763e-01
4.010000000000000231e-01,1.036135406775437140e+00,6.665642887357837720e-01,4.036896896780344801e-01,1.629035123899652826e-01
4.020000000000000240e-01,3.350295953284652128e-01,1.066743262584470386e+00,3.504926455120669360e-01,9.864613778798423382e-01
4.030000000000000249e-01,1.481697482829690049e+00,1.075186064922051488e+00,-1.256992198546543205e-01,1.356006517140373013e+00
4.040000000000000258e-01,1.655323408936625995e+00,7.722803694237164729e-01,-7.797637799839295392e-01,1.603870930530773009e+00
4.050000000000000266e-01,-3.094773357857167895e-01,3.975673177702123140e-01,-1.269791481549225276e+00,1.425633103054168682e+00
4.060000000000000275e-01,8.055834305069036194e-01,2.172259769559377052e-01,-1.401934341622543378e+00,6.976163350852888634e-01
4.069999999999999729e-01,1.046802440960933778e+00,3.775536132772085995e-01,-1.232468120199659012e+00,5.221404906606634810e-01
4.079999999999999738e-01,-1.310652619636858696e-01,8.239438074128413447e-01,-9.622491530306511720e-01,6.342862485310912790e-01
4.089999999999999747e-01,1.736733025725282209e+00,1.329342273185640799e+00,-7.565178215560629527e-01,6.077410622253922590e-01
4.099999999999999756e-01,1.482313163660499589e+00,1.616796077701757373e+00,-6.616237977358983002e-01,9.844026757825710128e-01
4.109999999999999765e-01,8.384160053584106542e-01,1.509685616770096050e+00,-6.575239153191850816e-01,1.185321100861176369e+00
4.119999999999999774e-01,2.294854585956447757e+00,1.028200429655115045e+00,-7.454039053497223399e-01,1.075740993892232877e+00
4.129999999999999782e-01,4.531308988791085679e-02,3.797368028694361741e-01,-9.380068745599313695e-01,9.128465071519786811e-01
4.139999999999999791e-01,-2.950751143704331003e-01,-1.516252626244758983e-01,-1.158404555251735246e+00,1.229772828916044780e-01
4.149999999999999800e-01,3.251122304051984324e-01,-3.567225670316586661e-01,-1.203011403274107272e+00,-6.122578522997720318e-01
4.159999999999999809e-01,-5.592684950830260071e-01,-2.118943383069050723e-01,-8.654915298242701338e-01,-7.027605946053911978e-01
4.169999999999999818e-01,3.440803822158847169e-02,1.112924014860669497e-01,-1.420601984102928539e-01,-6.789889846698465847e-01
4.179999999999999827e-01,1.236423008695307635e+00,3.423396606865477532e-01,6.842200230645758552e-01,-3.228015839430268263e-01
4.189999999999999836e-01,-1.976301728906826038e-01,2.618217839450173723e-01,1.209799219209669374e+00,1.181987571611865240e-01
4.199999999999999845e-01,-3.485954352198245565e-01,-1.763355756877106884e-01,1.209214278540292620e+00,-1.696597206923650680e-01
4.209999999999999853e-01,1.945485469113887866e-01,-8.167018909163731299e-01,8.036160832957454092e-01,-5.866715405321528687e-01
4.219999999999999862e-01,-1.899284321934817221e+00,-1.383687195445055362e+00,3.587082467799040386e-01,-8.809414830661914664e-01
4.229999999999999871e-01,-1.556651271159998240e+00,-1.628395195788039596e+00,2.095007086493831661e-01,-1.508739996597774136e+00
4.239999999999999880e-01,-8.648012337613417699e-01,-1.461470224878797630e+00,4.466704218999538178e-01,-1.717023373468167913e+00
4.249999999999999889e-01,-2.068290194976508900e+00,-1.000000000000013767e+00,9.162176401976014350e-01,-1.452125967131421280e+00
4.259999999999999898e-01,-9.150989818443505674e-03,-5.031042765786279958e-01,1.365631824454401899e+00,-1.144267839604092396e+00
4.269999999999999907e-01,-2.767157781564910657e-01,-2.311577759884689831e-01,1.581173249514935319e+00,-4.689052254135412379e-01
4.279999999999999916e-01,-8.862222292026338266e-01,-3.049686555589569137e-01,1.451084429128450592e+00,-5.944070081167951436e-02
4.289999999999999925e-01,7.470709790763759850e-01,-6.412353639263793648e-01,9.868393242993338532e-01,9.788615666083938516e-03
4.299999999999999933e-01,-6.315249255252064486e-01,-9.992349288971842380e-01,3.434123300775203669e-01,2.249521980641168706e-01
4.309999999999999942e-01,-1.577899107114477673e+00,-1.113380367075156308e+00,-2.003490170348226906e-01,-1.247607464529886662e-01
4.319999999999999951e-01,-3.045921005085598932e-01,-8.397194350162872079e-01,-3.752571593093970703e-01,-6.613939349283578517e-01
4.329999999999999960e-01,-3.890225329149944455e-01,-2.368734405447617264e-01,-1.176276921713537010e-01,-4.289530321849606698e-01
4.339999999999999969e-01,2.884716273990171054e-01,4.625608054354914955e-01,3.392423674218051910e-01,1.468585322773600932e-01
4.349999999999999978e-01,1.752660797721357744e+00,9.747565557815394133e-01,5.927462440170249147e-01,8.538431639930306183e-01
4.359999999999999987e-01,6.772240477012138049e-01,1.115132610827932913e+00,3.554332308186032297e-01,1.453098119617505013e+00
4.369999999999999996e-01,2.243119112085824041e-01,8.951111766279709059e-01,-3.288722867410674433e-01,1.218945164558060679e+00
4.380000000000000004e-01,1.059816147634671912e+00,5.128260558965307414e-01,-1.121941395169887112e+00,7.204600951071182813e-01
4.390000000000000013e-01,-8.663740176238903246e-01,2.429277433176589840e-01,-1.636100472720192878e+00,3.969253742299845289e-01
4.400000000000000022e-01,7.639342314186169380e-01,2.853169548885422513e-01,-1.681789534837242472e+00,7.008591797263907797e-02
4.410000000000000031e-01,1.420258757254214022e+00,6.548871294432569989e-01,-1.342776584241583526e+00,4.007887810568179221e-01
4.420000000000000040e-01,5.924371806338777358e-01,1.172109649443636936e+00,-8.593300355606432461e-01,9.649860979535992422e-01
4.430000000000000049e-01,1.756151643969849241e+00,1.559612708980038009e+00,-4.602084687500533899e-01,1.065974960369050484e+00
4.440000000000000058e-01,1.697490011068329974e+00,1.592428127976108776e+00,-2.686335749890432778e-01,1.202970595520962416e+00
4.450000000000000067e-01,4.644593794365041717e-01,1.220466670979713175e+00,-2.969756103471171138e-01,1.100732665817586442e+00
4.460000000000000075e-01,9.079198304085924764e-01,5.968138424336846271e-01,-4.784445321030379450e-01,5.367195796774733019e-01
