Frequency [Hz],FIR,IIR
1.214896214896214843e+02,-4.288245639636256495e-04,-3.868521741061002883e-01
1.216117216117216060e+02,-8.234047014192406345e-05,-3.884963634498548313e-01
1.217338217338217277e+02,2.667616118340116935e-04,-3.901459199773212871e-01
1.218559218559218493e+02,6.138643375944669110e-04,-3.918008552685425250e-01
1.219780219780219710e+02,9.543626082521576744e-04,-3.934611809093291890e-01
1.221001221001220927e+02,1.283724576271493825e-03,-3.951269084910997154e-01
1.222222222222222143e+02,1.597551849244916366e-03,-3.967980496108692301e-01
1.223443223443223360e+02,1.891638093449241574e-03,-3.984746158711099939e-01
1.224664224664224577e+02,2.162025261662946229e-03,-4.001566188797068269e-01
1.225885225885225793e+02,2.405056697098137929e-03,-4.018440702498725647e-01
1.227106227106227010e+02,2.617426407472281998e-03,-4.035369816000475285e-01
1.228327228327228227e+02,2.796223850695615538e-03,-4.052353645538380178e-01
1.229548229548229443e+02,2.938973632062909496e-03,-4.069392307399224418e-01
1.230769230769230802e+02,3.043669577308142412e-03,-4.086485917919691624e-01
1.231990231990232019e+02,3.108802719203941113e-03,-4.103634593485508408e-01
1.233211233211233235e+02,3.133382812187425915e-03,-4.120838450530741603e-01
1.234432234432234452e+02,3.116953074296067560e-03,-4.138097605537005008e-01
1.235653235653235669e+02,3.059597941946008443e-03,-4.155412175032250355e-01
1.236874236874236885e+02,2.961943713539561505e-03,-4.172782275590236623e-01
1.238095238095238102e+02,2.825152050826350552e-03,-4.190208023829571915e-01
1.239316239316239319e+02,2.650906398233051318e-03,-4.207689536413142251e-01
1.240537240537240535e+02,2.441391474532976068e-03,-4.225226930046800389e-01
1.241758241758241752e+02,2.199266080759209718e-03,-4.242820321478774637e-01
1.242979242979242969e+02,1.927629556853675949e-03,-4.260469827498689077e-01
1.244200244200244185e+02,1.629982304379652648e-03,-4.278175564937111708e-01
1.245421245421245402e+02,1.310180870531542667e-03,-4.295937650663719798e-01
1.246642246642246619e+02,9.723881648073797943e-04,-4.313756201587814476e-01
1.247863247863247835e+02,6.210194424468367617e-04,-4.331631334656099175e-01
1.249084249084249052e+02,2.606847520703470386e-04,-4.349563166852601914e-01
1.250305250305250269e+02,-1.038714097328630171e-04,-4.367551815197887599e-01
1.251526251526251485e+02,-4.678324492342615551e-04,-4.385597396747318300e-01
1.252747252747252702e+02,-8.263732170472691931e-04,-4.403700028591187032e-01
1.253968253968253919e+02,-1.174723902856176887e-03,-4.421859827853147351e-01
1.255189255189255135e+02,-1.508233438670716605e-03,-4.440076911689815331e-01
1.256410256410256352e+02,-1.822431567108198950e-03,-4.458351397289078699e-01
1.257631257631257569e+02,-2.113088744146423247e-03,-4.476683401870301671e-01
1.258852258852258785e+02,-2.376273072470173886e-03,-4.495073042682602438e-01
1.260073260073260002e+02,-2.608403493590964132e-03,-4.513520437004058250e-01
1.261294261294261219e+02,-2.806298517437051145e-03,-4.532025702141172507e-01
1.262515262515262435e+02,-2.967219820090659550e-03,-4.550588955427702920e-01
1.263736263736263652e+02,-3.088910110104866897e-03,-4.569210314223591807e-01
1.264957264957264869e+02,-3.169624734700392330e-03,-4.587889895914353811e-01
1.266178266178266085e+02,-3.208156581632583878e-03,-4.606627817910094458e-01
1.267399267399267302e+02,-3.203853919294155986e-03,-4.625424197644253943e-01
1.268620268620268519e+02,-3.156630911691217858e-03,-4.644279152573332348e-01
1.269841269841269735e+02,-3.066970643783154850e-03,-4.663192800175248731e-01
1.271062271062271094e+02,-2.935920590202990930e-03,-4.682165257948781578e-01
1.272283272283272311e+02,-2.765080565798674894e-03,-4.701196643412870468e-01
1.273504273504273527e+02,-2.556583293114201606e-03,-4.720287074104995706e-01
1.274725274725274744e+02,-2.313067826864907087e-03,-4.739436667580764762e-01
1.275946275946275961e+02,-2.037646166550976298e-03,-4.758645541413153435e-01
1.277167277167277177e+02,-1.733863485780540994e-03,-4.777913813190742820e-01
1.278388278388278394e+02,-1.405652488898777005e-03,-4.797241600517492266e-01
1.279609279609279611e+02,-1.057282488920765085e-03,-4.816629021011675782e-01
1.280830280830280685e+02,-6.933038693836845491e-04,-4.836076192304458732e-01
1.282051282051282044e+02,-3.184886573909176529e-04,-4.855583232039722419e-01
1.283272283272283119e+02,6.223201224409058484e-05,-4.875150257872181703e-01
1.284493284493284477e+02,4.438327210189957177e-04,-4.894777387467384999e-01
1.285714285714285552e+02,8.212600236806717703e-04,-4.914464738499791374e-01
1.286935286935286911e+02,1.189499266530881678e-03,-4.934212428652612892e-01
1.288156288156287985e+02,1.543641082737151225e-03,-4.954020575616336353e-01
1.289377289377289344e+02,1.878946688234621899e-03,-4.973889297087794592e-01
1.290598290598290419e+02,2.190911111221211308e-03,-4.993818710769526992e-01
1.291819291819291777e+02,2.475323519026506429e-03,-5.013808934368336745e-01
1.293040293040293136e+02,2.728323839709586099e-03,-5.033860085594645817e-01
1.294261294261294211e+02,2.946454923731679082e-03,-5.053972282161366403e-01
1.295482295482295569e+02,3.126709549207151197e-03,-5.074145641782731309e-01
1.296703296703296644e+02,3.266571638774188290e-03,-5.094380282173787133e-01
1.297924297924298003e+02,3.364051130257198104e-03,-5.114676321048937657e-01
1.299145299145299077e+02,3.417712025881986491e-03,-5.135033876120876917e-01
1.300366300366300436e+02,3.426693231174830767e-03,-5.155453065100104038e-01
1.301587301587301511e+02,3.390721886612860139e-03,-5.175934005693784146e-01
1.302808302808302869e+02,3.310118994669724105e-03,-5.196476815603888744e-01
1.304029304029303944e+02,3.185797239681053845e-03,-5.217081612527497692e-01
1.305250305250305303e+02,3.019251004008883209e-03,-5.237748514154833002e-01
1.306471306471306377e+02,2.812538681213490842e-03,-5.258477638168678192e-01
1.307692307692307736e+02,2.568257489529814259e-03,-5.279269102243062672e-01
1.308913308913308811e+02,2.289511087493774095e-03,-5.300123024042528996e-01
1.310134310134310169e+02,1.979870387252789191e-03,-5.321039521220995994e-01
1.311355311355311244e+02,1.643328053124306493e-03,-5.342018711420599697e-01
1.312576312576312603e+02,1.284247256257088979e-03,-5.363060712270875108e-01
1.313797313797313677e+02,9.073053364598592831e-04,-5.384165641387492762e-01
1.315018315018315036e+02,5.174330891885517035e-04,-5.405333616371216232e-01
1.316239316239316111e+02,1.197504608399936176e-04,-5.426564754807552404e-01
1.317460317460317469e+02,-2.805005168642149354e-04,-5.447859174264344517e-01
1.318681318681318544e+02,-6.780246782080864235e-04,-5.469216992292096347e-01
1.319902319902319903e+02,-1.067543657769281758e-03,-5.490638326422114801e-01
1.321123321123320977e+02,-1.443865886030513621e-03,-5.512123294165689469e-01
1.322344322344322336e+02,-1.801955717736516320e-03,-5.533672013012902458e-01
1.323565323565323411e+02,-2.137000772908328929e-03,-5.555284600431940056e-01
1.324786324786324769e+02,-2.444476585897362424e-03,-5.576961173867693855e-01
1.326007326007325844e+02,-2.720207692660724878e-03,-5.598701850740689379e-01
1.327228327228327203e+02,-2.960424325145539961e-03,-5.620506748446284506e-01
1.328449328449328277e+02,-3.161813940428224740e-03,-5.642375984353263929e-01
1.329670329670329636e+02,-3.321566873476735141e-03,-5.664309675803035349e-01
1.330891330891330711e+02,-3.437415481494722654e-03,-5.686307940108490389e-01
1.332112332112332069e+02,-3.507666229523235049e-03,-5.708370894552700081e-01
1.333333333333333428e+02,-3.531224261291619759e-03,-5.730498656388250955e-01
1.334554334554334503e+02,-3.507610097865654798e-03,-5.752691342835883903e-01
1.335775335775335861e+02,-3.436968211338058479e-03,-5.774949071083430585e-01
1.336996336996336936e+02,-3.320067329901012654e-03,-5.797271958284710980e-01
1.338217338217338295e+02,-3.158292440165479630e-03,-5.819660121558597465e-01
1.339438339438339369e+02,-2.953628567229864017e-03,-5.842113677987841314e-01
1.340659340659340728e+02,-2.708636520430014565e-03,-5.864632744617741533e-01
1.341880341880341803e+02,-2.426420904374719523e-03,-5.887217438455618623e-01
1.343101343101343161e+02,-2.110590798279308837e-03,-5.909867876468914982e-01
1.344322344322344236e+02,-1.765213606122836235e-03,-5.932584175585043917e-01
1.345543345543345595e+02,-1.394762673273026001e-03,-5.955366452689432322e-01
1.346764346764346669e+02,-1.004059349979027167e-03,-5.978214824624636936e-01
1.347985347985348028e+02,-5.982102563432033443e-04,-6.001129408189833647e-01
1.349206349206349103e+02,-1.825405709523623987e-04,-6.024110320138904573e-01
1.350427350427350461e+02,2.374757825358772827e-04,-6.047157677179734181e-01
1.351648351648351536e+02,6.562881332686100033e-04,-6.070271595972758227e-01
1.352869352869352895e+02,1.068342297550504754e-03,-6.093452193130661776e-01
1.354090354090353969e+02,1.468154083746319935e-03,-6.116699585216183177e-01
1.355311355311355328e+02,1.850382098634548687e-03,-6.140013888741724379e-01
1.356532356532356403e+02,2.209898891904488703e-03,-6.163395220167893207e-01
1.357753357753357761e+02,2.541859496687946893e-03,-6.186843695902732865e-01
1.358974358974358836e+02,2.841766458257852582e-03,-6.210359432300039950e-01
1.360195360195360195e+02,3.105530484358110053e-03,-6.233942545658598400e-01
1.361416361416361269e+02,3.329525910411331672e-03,-6.257593152221203603e-01
1.362637362637362628e+02,3.510640234081966252e-03,-6.281311368173108090e-01
1.363858363858363703e+02,3.646317054231035942e-03,-6.305097309640990133e-01
1.365079365079365061e+02,3.734591829641910939e-03,-6.328951092692453040e-01
1.366300366300366136e+02,3.774119966251834012e-03,-6.352872833333494951e-01
1.367521367521367495e+02,3.764196840122017561e-03,-6.376862647508834137e-01
1.368742368742368569e+02,3.704769465558505059e-03,-6.400920651099992753e-01
1.369963369963369928e+02,3.596439625480787709e-03,-6.425046959924163303e-01
1.371184371184371003e+02,3.440458391569213223e-03,-6.449241689733322680e-01
1.372405372405372361e+02,3.238712072853519152e-03,-6.473504956212827732e-01
1.373626373626373720e+02,2.993699740845557483e-03,-6.497836874980490451e-01
1.374847374847374795e+02,2.708502592748948667e-03,-6.522237561585246812e-01
1.376068376068376153e+02,2.386745518369939433e-03,-6.546707131505871136e-01
1.377289377289377228e+02,2.032551340477012965e-03,-6.571245700150487590e-01
1.378510378510378587e+02,1.650488296930899008e-03,-6.595853382854344193e-01
1.379731379731379661e+02,1.245511423151129948e-03,-6.620530294879602984e-01
1.380952380952381020e+02,8.228985773089632968e-04,-6.645276551413685784e-01
1.382173382173382095e+02,3.881819253424635989e-04,-6.670092267568222821e-01
1.383394383394383453e+02,-5.292423422799137617e-05,-6.694977558377867011e-01
1.384615384615384528e+02,-4.945983690512258417e-04,-6.719932538799082700e-01
1.385836385836385887e+02,-9.309883608850163129e-04,-6.744957323709175334e-01
1.387057387057386961e+02,-1.356288896511323710e-03,-6.770052027904748249e-01
1.388278388278388320e+02,-1.764818579540825732e-03,-6.795216766100914407e-01
1.389499389499389395e+02,-2.151095740213010248e-03,-6.820451652929870878e-01
1.390720390720390753e+02,-2.509911928915522714e-03,-6.845756802939786390e-01
1.391941391941391828e+02,-2.836402105368474817e-03,-6.871132330593571202e-01
1.393162393162393187e+02,-3.126110573851469902e-03,-6.896578350267889013e-01
1.394383394383394261e+02,-3.375051764799521029e-03,-6.922094976251706999e-01
1.395604395604395620e+02,-3.579765028406627254e-03,-6.947682322745332151e-01
1.396825396825396695e+02,-3.737362681827140470e-03,-6.973340503858946882e-01
1.398046398046398053e+02,-3.845570637111272571e-03,-6.999069633611856300e-01
1.399267399267399128e+02,-3.902761034499264807e-03,-7.024869825930663003e-01
1.400488400488400487e+02,-3.907976411514219907e-03,-7.050741194648866284e-01
1.401709401709401561e+02,-3.860945047802233267e-03,-7.076683853504985855e-01
1.402930402930402920e+02,-3.762087246507896457e-03,-7.102697916141625933e-01
1.404151404151403995e+02,-3.612512431745768492e-03,-7.128783496104394990e-01
1.405372405372405353e+02,-3.414007067144263392e-03,-7.154940706840607900e-01
1.406593406593406428e+02,-3.169013522900266094e-03,-7.181169661697860418e-01
1.407814407814407787e+02,-2.880600142349829060e-03,-7.207470473923256460e-01
1.409035409035408861e+02,-2.552422878496709343e-03,-7.233843256661738330e-01
1.410256410256410220e+02,-2.188678984325903229e-03,-7.260288122955593781e-01
1.411477411477411295e+02,-1.794053349356701434e-03,-7.286805185742186719e-01
1.412698412698412653e+02,-1.373658176042757018e-03,-7.313394557853740707e-01
1.413919413919414012e+02,-9.329667781943689958e-04,-7.340056352015743579e-01
1.415140415140415087e+02,-4.777423650181079375e-04,-7.366790680845527461e-01
1.416361416361416445e+02,-1.396274232724707027e-05,-7.393597656851323974e-01
1.417582417582417520e+02,4.522580811985366426e-04,-7.420477392431132913e-01
1.418803418803418879e+02,9.147503529401591763e-04,-7.447429999871303385e-01
1.420024420024419953e+02,1.367370042087787596e-03,-7.474455591345280370e-01
1.421245421245421312e+02,1.804080237429194801e-03,-7.501554278912572205e-01
1.422466422466422387e+02,2.219031403789482968e-03,-7.528726174517592629e-01
1.423687423687423745e+02,2.606639436086946506e-03,-7.555971389988065390e-01
1.424908424908424820e+02,2.961660477139781752e-03,-7.583290037034301490e-01
1.426129426129426179e+02,3.279261505769068882e-03,-7.610682227247439480e-01
1.427350427350427253e+02,3.555085758049472515e-03,-7.638148072098753794e-01
1.428571428571428612e+02,3.785312103642490301e-03,-7.665687682938125969e-01
1.429792429792429687e+02,3.966707583704692959e-03,-7.693301170993004368e-01
1.431013431013431045e+02,4.096672397812397594e-03,-7.720988647366915369e-01
1.432234432234432120e+02,4.173276725501032583e-03,-7.748750223038296525e-01
1.433455433455433479e+02,4.195288872149113488e-03,-7.776586008859651677e-01
1.434676434676434553e+02,4.162194339057708262e-03,-7.804496115555891178e-01
1.435897435897435912e+02,4.074205533629299616e-03,-7.832480653723222774e-01
1.437118437118436987e+02,3.932261954176038792e-03,-7.860539733828141307e-01
1.438339438339438345e+02,3.738020809203205196e-03,-7.888673466205953222e-01
1.439560439560439420e+02,3.493838150293159407e-03,-7.916881961059418771e-01
1.440781440781440779e+02,3.202740724982301983e-03,-7.945165328457965970e-01
1.442002442002441853e+02,2.868388873442956778e-03,-7.973523678336070786e-01
1.443223443223443212e+02,2.495030913460399413e-03,-8.001957120492418918e-01
1.444444444444444287e+02,2.087449568857361725e-03,-8.030465764588111677e-01
1.445665445665445645e+02,1.650901105111051781e-03,-8.059049720145966544e-01
1.446886446886446720e+02,1.191047933265700163e-03,-8.087709096549043908e-01
1.448107448107448079e+02,7.138855339458061210e-04,-8.116444003039333666e-01
1.449328449328449153e+02,2.256646345293080434e-04,-8.145254548716696075e-01
1.450549450549450512e+02,-2.671903626810577612e-04,-8.174140842537747087e-01
1.451770451770451587e+02,-7.581656425630599327e-04,-8.203102993314295155e-01
1.452991452991452945e+02,-1.240743833270463578e-03,-8.232141109712142191e-01
1.454212454212454304e+02,-1.708490326229001070e-03,-8.261255300250183176e-01
1.455433455433455379e+02,-2.155138920826803282e-03,-8.290445673298860729e-01
1.456654456654456737e+02,-2.574675652731059968e-03,-8.319712337079065989e-01
1.457875457875457812e+02,-2.961419681568189764e-03,-8.349055399660748611e-01
1.459096459096459171e+02,-3.310100146201005143e-03,-8.378474968962028591e-01
1.460317460317460245e+02,-3.615927943748685654e-03,-8.407971152747379939e-01
1.461538461538461604e+02,-3.874661445617804973e-03,-8.437544058627153287e-01
1.462759462759462679e+02,-4.082665245379702747e-03,-8.467193794055707379e-01
1.463980463980464037e+02,-4.236961115688367766e-03,-8.496920466330373234e-01
1.465201465201465112e+02,-4.335270456250942851e-03,-8.526724182590410539e-01
1.466422466422466471e+02,-4.376047623477302001e-03,-8.556605049815363406e-01
1.467643467643467545e+02,-4.358503652714181865e-03,-8.586563174824347611e-01
1.468864468864468904e+02,-4.282620012801522866e-03,-8.616598664274319752e-01
1.470085470085469979e+02,-4.149152163903693270e-03,-8.646711624659214612e-01
1.471306471306471337e+02,-3.959622828628904523e-03,-8.676902162308458566e-01
1.472527472527472412e+02,-3.716305022921220953e-03,-8.707170383385913759e-01
1.473748473748473771e+02,-3.422195035330407274e-03,-8.737516393888449251e-01
1.474969474969474845e+02,-3.080975674781984315e-03,-8.767940299644785274e-01
1.476190476190476204e+02,-2.696970244630816829e-03,-8.798442206314569525e-01
1.477411477411477279e+02,-2.275087823330784048e-03,-8.829022219386634118e-01
1.478632478632478637e+02,-1.820760551213242411e-03,-8.859680444177947534e-01
1.479853479853479712e+02,-1.339873734372986789e-03,-8.890416985832594321e-01
1.481074481074481071e+02,-8.386896698434673615e-04,-8.921231949320191923e-01
1.482295482295482145e+02,-3.237661882157875362e-04,-8.952125439435004717e-01
1.483516483516483504e+02,1.981290247396516656e-04,-8.983097560794490732e-01
1.484737484737484579e+02,7.201072016419468418e-04,-9.014148417837962723e-01
1.485958485958485937e+02,1.235249198472460151e-03,-9.045278114825922033e-01
1.487179487179487012e+02,1.736696936509132642e-03,-9.076486755837976927e-01
1.488400488400488371e+02,2.217744377140678722e-03,-9.107774444772296363e-01
1.489621489621489445e+02,2.671926829327076879e-03,-9.139141285343983512e-01
1.490842490842490804e+02,3.093107408423434283e-03,-9.170587381084248646e-01
1.492063492063491879e+02,3.475559502412162681e-03,-9.202112835338716046e-01
1.493284493284493237e+02,3.814044148491567074e-03,-9.233717751266533602e-01
1.494505494505494596e+02,4.103881290915342359e-03,-9.265402231838901770e-01
1.495726495726495671e+02,4.341013963710282919e-03,-9.297166379838167627e-01
1.496947496947497029e+02,4.522064535586232600e-03,-9.329010297856200618e-01
1.498168498168498104e+02,4.644382250408407402e-03,-9.360934088293506594e-01
1.499389499389499463e+02,4.706081410725606283e-03,-9.392937853357754552e-01
1.500610500610500537e+02,4.706069666937453405e-03,-9.425021695062706373e-01
1.501831501831501896e+02,4.644066001711234966e-03,-9.457185715227021117e-01
1.503052503052502971e+02,4.520608131291754123e-03,-9.489430015472920532e-01
1.504273504273504329e+02,4.337049177629639235e-03,-9.521754697224948938e-01
1.505494505494505404e+02,4.095543605328082898e-03,-9.554159861708904078e-01
1.506715506715506763e+02,3.799022554196187194e-03,-9.586645609950494862e-01
1.507936507936507837e+02,3.451158835556186917e-03,-9.619212042774065718e-01
1.509157509157509196e+02,3.056321996341852202e-03,-9.651859260801627372e-01
1.510378510378510271e+02,2.619523985388431345e-03,-9.684587364451437974e-01
1.511599511599511629e+02,2.146356079629594023e-03,-9.717396453936801848e-01
1.512820512820512704e+02,1.642917850184393838e-03,-9.750286629264826033e-01
1.514041514041514063e+02,1.115739051424327827e-03,-9.783257990235566526e-01
1.515262515262515137e+02,5.716954190734763273e-04,-9.816310636440122028e-01
1.516483516483516496e+02,1.791944927694706196e-05,-9.849444667260087716e-01
1.517704517704517571e+02,-5.382926977031138186e-04,-9.882660181866066429e-01
1.518925518925518929e+02,-1.089576962465470472e-03,-9.915957279216287557e-01
1.520146520146520004e+02,-1.628598572290785272e-03,-9.949336058055919807e-01
1.521367521367521363e+02,-2.148149368483175635e-03,-9.982796616915277088e-01
1.522588522588522437e+02,-2.641243987394294515e-03,-1.001633905410890701e+00
1.523809523809523796e+02,-3.101213608558198859e-03,-1.004996346773459948e+00
1.525030525030524871e+02,-3.521796011258775810e-03,-1.008366995567159696e+00
1.526251526251526229e+02,-3.897220715481198444e-03,-1.011745861558007498e+00
1.527472527472527304e+02,-4.222288043574384808e-03,-1.015132954489937234e+00
1.528693528693528663e+02,-4.492441013345947406e-03,-1.018528284084734059e+00
1.529914529914529737e+02,-4.703829056641089905e-03,-1.021931860041843221e+00
1.531135531135531096e+02,-4.853362669745973045e-03,-1.025343692038337418e+00
1.532356532356532171e+02,-4.938758210553764218e-03,-1.028763789728735389e+00
1.533577533577533529e+02,-4.958572191958213714e-03,-1.032192162744885344e+00
1.534798534798534888e+02,-4.912224556631222643e-03,-1.035628820695890573e+00
1.536019536019535963e+02,-4.800010565720072737e-03,-1.039073773167946246e+00
1.537240537240537321e+02,-4.623101087235630298e-03,-1.042527029724244159e+00
1.538461538461538396e+02,-4.383531225128702545e-03,-1.045988599904852823e+00
1.539682539682539755e+02,-4.084177388031542261e-03,-1.049458493226575806e+00
1.540903540903540829e+02,-3.728723055875282459e-03,-1.052936719182886227e+00
1.542124542124542188e+02,-3.321613652491109490e-03,-1.056423287243731579e+00
1.543345543345543263e+02,-2.868001084800420823e-03,-1.059918206855523293e+00
1.544566544566544621e+02,-2.373678648386829629e-03,-1.063421487440896707e+00
1.545787545787545696e+02,-1.845007130953278240e-03,-1.066933138398693082e+00
1.547008547008547055e+02,-1.288833066926890541e-03,-1.070453169103791069e+00
1.548229548229548129e+02,-7.124002012600539474e-04,-1.073981588907003903e+00
1.549450549450549488e+02,-1.232553173948268497e-04,-1.077518407134983480e+00
1.550671550671550563e+02,4.708503429342418014e-04,-1.081063633090057374e+00
1.551892551892551921e+02,1.062062775016182643e-03,-1.084617276050156676e+00
1.553113553113552996e+02,1.642528689085108505e-03,-1.088179345268685427e+00
1.554334554334554355e+02,2.204499409286230296e-03,-1.091749849974402053e+00
1.555555555555555429e+02,2.740433825769942027e-03,-1.095328799371302342e+00
1.556776556776556788e+02,3.243099043921762216e-03,-1.098916202638512196e+00
1.557997557997557863e+02,3.705667396540221828e-03,-1.102512068930171951e+00
1.559218559218559221e+02,4.121808537900045928e-03,-1.106116407375319577e+00
1.560439560439560296e+02,4.485775391598809808e-03,-1.109729227077785207e+00
1.561660561660561655e+02,4.792482807722055725e-03,-1.113350537116050809e+00
1.562881562881562729e+02,5.037577870610975353e-03,-1.116980346543171798e+00
1.564102564102564088e+02,5.217500907357447773e-03,-1.120618664386645591e+00
1.565323565323565163e+02,5.329536361680140000e-03,-1.124265499648293254e+00
1.566544566544566521e+02,5.371852825014841043e-03,-1.127920861304170463e+00
1.567765567765567596e+02,5.343531655046467044e-03,-1.131584758304406746e+00
1.568986568986568955e+02,5.244583752499261398e-03,-1.135257199573161069e+00
1.570207570207570029e+02,5.075954220644230026e-03,-1.138938194008459748e+00
1.571428571428571388e+02,4.839514782243738156e-03,-1.142627750482091864e+00
1.572649572649572463e+02,4.538043987589258921e-03,-1.146325877839519780e+00
1.573870573870573821e+02,4.175195402165171425e-03,-1.150032584899746801e+00
1.575091575091575180e+02,3.755454119911958918e-03,-1.153747880455207930e+00
1.576312576312576255e+02,3.284082098004698774e-03,-1.157471773271678384e+00
1.577533577533577613e+02,2.767052959308139749e-03,-1.161204272088140810e+00
1.578754578754578688e+02,2.210977047322420543e-03,-1.164945385616691587e+00
1.579975579975580047e+02,1.623017652237785302e-03,-1.168695122542418030e+00
1.581196581196581121e+02,1.010799446252924529e-03,-1.172453491523306690e+00
1.582417582417582480e+02,3.823102804906769805e-04,-1.176220501190105239e+00
1.583638583638583555e+02,-2.542024129288878906e-04,-1.179996160146249196e+00
1.584859584859584913e+02,-8.903392848057102398e-04,-1.183780476967743134e+00
1.586080586080585988e+02,-1.517659405356529137e-03,-1.187573460203017683e+00
1.587301587301587347e+02,-2.127791836256410010e-03,-1.191375118372885344e+00
1.588522588522588421e+02,-2.712546964812137442e-03,-1.195185459970368846e+00
1.589743589743589780e+02,-3.264026125421495405e-03,-1.199004493460653853e+00
1.590964590964590855e+02,-3.774728036640337663e-03,-1.202832227280935307e+00
1.592185592185592213e+02,-4.237650616841042578e-03,-1.206668669840324393e+00
1.593406593406593288e+02,-4.646386787429486812e-03,-1.210513829519756168e+00
1.594627594627594647e+02,-4.995212945663803084e-03,-1.214367714671884313e+00
1.595848595848595721e+02,-5.279168874796031502e-03,-1.218230333620948569e+00
1.597069597069597080e+02,-5.494127966085186367e-03,-1.222101694662701243e+00
1.598290598290598155e+02,-5.636856751556981564e-03,-1.225981806064286417e+00
1.599511599511599513e+02,-5.705062881328753360e-03,-1.229870676064143353e+00
1.600732600732600588e+02,-5.697430834329657301e-03,-1.233768312871875938e+00
1.601953601953601947e+02,-5.613644809292568823e-03,-1.237674724668209159e+00
1.603174603174603021e+02,-5.454398418345262137e-03,-1.241589919604825010e+00
1.604395604395604380e+02,-5.221390978893966119e-03,-1.245513905804292554e+00
1.605616605616605455e+02,-4.917310384463111778e-03,-1.249446691359947792e+00
1.606837606837606813e+02,-4.545802714585779267e-03,-1.253388284335820391e+00
1.608058608058607888e+02,-4.111428927336452724e-03,-1.257338692766489796e+00
1.609279609279609247e+02,-3.619609152597406260e-03,-1.261297924657032388e+00
1.610500610500610321e+02,-3.076555275092666443e-03,-1.265265987982880036e+00
1.611721611721611680e+02,-2.489192656859397050e-03,-1.269242890689744607e+00
1.612942612942612755e+02,-1.865071998363412821e-03,-1.273228640693494507e+00
1.614163614163614113e+02,-1.212272470154249866e-03,-1.277223245880099389e+00
1.615384615384615472e+02,-5.392973714152056626e-04,-1.281226714105468734e+00
1.616605616605616547e+02,1.450363304835039513e-04,-1.285239053195412540e+00
1.617826617826617905e+02,8.317131360590641724e-04,-1.289260270945504772e+00
1.619047619047618980e+02,1.511637322352421802e-03,-1.293290375121000979e+00
1.620268620268620339e+02,2.175752870938654510e-03,-1.297329373456743928e+00
1.621489621489621413e+02,2.815163442055563896e-03,-1.301377273657059463e+00
1.622710622710622772e+02,3.421250815389543457e-03,-1.305434083395646816e+00
1.623931623931623847e+02,3.985790237080387780e-03,-1.309499810315525981e+00
1.625152625152625205e+02,4.501061147130642516e-03,-1.313574462028879619e+00
1.626373626373626280e+02,4.959951820724134257e-03,-1.317658046117025528e+00
1.627594627594627639e+02,5.356056529190954610e-03,-1.321750570130256097e+00
1.628815628815628713e+02,5.683763922051212822e-03,-1.325852041587804120e+00
1.630036630036630072e+02,5.938335437898773980e-03,-1.329962467977701568e+00
1.631257631257631147e+02,6.115972676654087697e-03,-1.334081856756721418e+00
1.632478632478632505e+02,6.213872804517289218e-03,-1.338210215350254639e+00
1.633699633699633580e+02,6.230271209253446935e-03,-1.342347551152234475e+00
1.634920634920634939e+02,6.164470784357361198e-03,-1.346493871525063390e+00
1.636141636141636013e+02,6.016857387404492621e-03,-1.350649183799461861e+00
1.637362637362637372e+02,5.788901192222481798e-03,-1.354813495274447721e+00
1.638583638583638447e+02,5.483143830379284649e-03,-1.358986813217193390e+00
1.639804639804639805e+02,5.103171401179737963e-03,-1.363169144862979021e+00
1.641025641025640880e+02,4.653573607398361033e-03,-1.367360497415047060e+00
1.642246642246642239e+02,4.139889455678779327e-03,-1.371560878044574494e+00
1.643467643467643313e+02,3.568540132964372405e-03,-1.375770293890539397e+00
1.644688644688644672e+02,2.946749843264846649e-03,-1.379988752059653656e+00
1.645909645909645747e+02,2.282455549075167352e-03,-1.384216259626279033e+00
1.647130647130647105e+02,1.584206713477115825e-03,-1.388452823632300603e+00
1.648351648351648180e+02,8.610562788591358870e-04,-1.392698451087114986e+00
1.649572649572649539e+02,1.224442447321825262e-04,-1.396953148967456704e+00
1.650793650793650613e+02,-6.219246830446132105e-04,-1.401216924217393300e+00
1.652014652014651972e+02,-1.362207809061144513e-03,-1.405489783748169463e+00
1.653235653235653047e+02,-2.088553891179594467e-03,-1.409771734438166835e+00
1.654456654456654405e+02,-2.791233620947695341e-03,-1.414062783132828072e+00
1.655677655677655764e+02,-3.460769419111168338e-03,-1.418362936644518291e+00
1.656898656898656839e+02,-4.088062817743481382e-03,-1.422672201752501531e+00
1.658119658119658197e+02,-4.664517712595878975e-03,-1.426990585202811079e+00
1.659340659340659272e+02,-5.182157810666358430e-03,-1.431318093708232819e+00
1.660561660561660631e+02,-5.633736657664211583e-03,-1.435654733948122708e+00
1.661782661782661705e+02,-6.012838716778482438e-03,-1.440000512568414770e+00
1.663003663003663064e+02,-6.313970074738932403e-03,-1.444355436181523622e+00
1.664224664224664139e+02,-6.532637482912616138e-03,-1.448719511366207913e+00
1.665445665445665497e+02,-6.665414585810950678e-03,-1.453092744667573211e+00
1.666666666666666572e+02,-6.709994357196604267e-03,-1.457475142596921902e+00
1.667887667887667931e+02,-6.665226943315632861e-03,-1.461866711631729654e+00
1.669108669108669005e+02,-6.531142306313281361e-03,-1.466267458215528396e+00
