Frequency [Hz],Input,FIR out,IIR out
2.590000000000000000e+02,1.979978338300325191e+01,-5.204707911412754839e+01,1.239555917095411530e+01
2.592500000000000000e+02,1.933548505894169978e+01,-5.027325050418361485e+01,1.191428805939787772e+01
2.595000000000000000e+02,1.893445954856201041e+01,-5.008988109320139870e+01,1.148019791175752147e+01
2.597500000000000000e+02,1.202167673047199870e+01,-5.725110428069548618e+01,4.566326719673345913e+00
2.600000000000000000e+02,1.782349661305123334e+01,-4.969737352682960818e+01,1.031429406705982643e+01
2.602500000000000000e+02,2.452850880496978547e+01,-4.284094957402089676e+01,1.700955861671567959e+01
2.605000000000000000e+02,2.703299573673410094e+01,-4.168821695533818428e+01,1.949124875786256439e+01
2.607500000000000000e+02,2.453131187924505241e+01,-4.562902552484928265e+01,1.696763331110812700e+01
2.610000000000000000e+02,1.919039207575306349e+01,-5.201506840938905185e+01,1.161413140651617226e+01
2.612500000000000000e+02,9.929273509619598315e+00,-6.938015862580238036e+01,2.259831069322916441e+00
2.615000000000000000e+02,1.610981106365623106e+01,-6.065224820092736024e+01,8.497136244319360543e+00
2.617500000000000000e+02,1.250432531733123476e+01,-6.462489043255737897e+01,4.829772062032215096e+00
2.620000000000000000e+02,2.046359050430410420e+01,-5.510843293473890725e+01,1.278682213556937697e+01
2.622500000000000000e+02,2.048897894473810766e+01,-5.456630200082006610e+01,1.280210540878634973e+01
2.625000000000000000e+02,1.145249760835332076e+01,-5.839949564413731764e+01,3.758059209291799263e+00
2.627500000000000000e+02,1.320316111020205341e+01,-5.703902648548189802e+01,5.426881495338390593e+00
2.630000000000000000e+02,2.223964142921235521e+01,-4.618134631500909393e+01,1.446225508252847014e+01
2.632500000000000000e+02,2.234781325706685351e+01,-4.618211528237235086e+01,1.456299827692281568e+01
2.635000000000000000e+02,1.909957295984067471e+01,-4.884877781143882203e+01,1.129066734744804634e+01
2.637500000000000000e+02,2.173588356671344712e+01,-4.701183220866737145e+01,1.389608884332172956e+01
2.640000000000000000e+02,2.280145731856823232e+01,-4.656035453336032504e+01,1.494870999286224311e+01
2.642500000000000000e+02,5.237036383374449322e+00,-5.658092687515836161e+01,-2.516509414394538791e+00
2.645000000000000000e+02,2.245973965247257453e+01,-5.254159171647675919e+01,1.455366190585175090e+01
2.647500000000000000e+02,2.155526099754725067e+01,-5.655187941711943722e+01,1.364143566726682977e+01
2.650000000000000000e+02,1.943371041429809054e+01,-6.655764195115497728e+01,1.149162804717334652e+01
2.652500000000000000e+02,1.638286447690521541e+01,-7.593125732004232020e+01,8.422919294183634165e+00
2.655000000000000000e+02,1.061109010985438417e+01,-6.268040861508342232e+01,2.611001129981910918e+00
2.657500000000000000e+02,7.641838830226488355e+00,-6.774388531347274522e+01,-3.919859916568135261e-01
2.660000000000000000e+02,1.731553929778460699e+01,-5.217166199203794719e+01,9.261702982494453451e+00
2.662500000000000000e+02,1.767649572280237180e+01,-5.295075676612061244e+01,9.608813814257871400e+00
2.665000000000000000e+02,1.414986201825388967e+01,-5.466350603646036177e+01,6.070928937370468681e+00
2.667500000000000000e+02,1.305841199259183583e+01,-5.474412430034409027e+01,4.943141437261431292e+00
2.670000000000000000e+02,2.103666906957283445e+01,-4.855152180290640729e+01,1.288847949828758566e+01
2.672500000000000000e+02,2.557928396001637239e+01,-4.471538999227366418e+01,1.741577953972853621e+01
2.675000000000000000e+02,2.429157303659075495e+01,-4.634144549392975421e+01,1.611925356485460981e+01
2.677500000000000000e+02,7.842733265353234451e+00,-5.838202532717531312e+01,-3.144899115946920842e-01
2.680000000000000000e+02,2.283069903439571391e+01,-5.619431365441768378e+01,1.460350521080535202e+01
2.682500000000000000e+02,2.336749781625972133e+01,-6.186203907421565873e+01,1.512293922868535923e+01
2.685000000000000000e+02,1.344284189567517274e+01,-6.753098930358137864e+01,5.217300636966361260e+00
2.687500000000000000e+02,1.603631322782399238e+01,-5.895848555069831320e+01,7.732338555022456816e+00
2.690000000000000000e+02,1.933306479100316011e+01,-5.355608944875170607e+01,1.101461239276495796e+01
2.692500000000000000e+02,1.970479261938212545e+01,-5.146960491178176511e+01,1.136238480342000656e+01
2.695000000000000000e+02,1.179928201245398256e+01,-5.470296600041016433e+01,3.462239888148775258e+00
2.697500000000000000e+02,1.823200956141110751e+01,-5.046950504445079844e+01,9.844681348606613369e+00
2.700000000000000000e+02,1.643640868884576989e+01,-5.054269163372183726e+01,8.026070079138435176e+00
2.702500000000000000e+02,1.860449527365837596e+01,-5.085480221530097111e+01,1.016654265740243801e+01
2.705000000000000000e+02,1.970144011306547327e+01,-5.168065048175300547e+01,1.122096444636709656e+01
2.707500000000000000e+02,2.046266051220880655e+01,-4.949199506520429281e+01,1.199091219490267157e+01
2.710000000000000000e+02,1.650524563239318354e+01,-5.608419813920052377e+01,8.000477376467173940e+00
2.712500000000000000e+02,2.093399512782216831e+01,-5.652741977188901501e+01,1.239982510640109048e+01
2.715000000000000000e+02,2.182590239792980924e+01,-6.139710411771438459e+01,1.326757061071615595e+01
2.717500000000000000e+02,1.183565058243243584e+01,-6.470295072721805241e+01,3.318546228474023696e+00
2.720000000000000000e+02,2.173308678537932792e+01,-5.472880994935984944e+01,1.311587573390329098e+01
2.722500000000000000e+02,2.552036786807487090e+01,-4.919644426156381911e+01,1.689477469856656455e+01
2.725000000000000000e+02,2.313495890590801451e+01,-4.900568108897444830e+01,1.449419455067510576e+01
2.727500000000000000e+02,1.753634892703108150e+01,-5.292417750586424319e+01,8.875998448592099521e+00
2.730000000000000000e+02,1.778083880166469299e+01,-5.179631005153594003e+01,9.073894378015523898e+00
2.732500000000000000e+02,9.372278323913082687e+00,-5.908587286977532216e+01,7.007694367495864718e-01
2.735000000000000000e+02,1.390150812955934789e+01,-5.492641216469255738e+01,5.149936051600959352e+00
2.737500000000000000e+02,1.231559062022934192e+01,-5.870045231452188261e+01,3.545103514754612828e+00
2.740000000000000000e+02,1.486089311909926991e+01,-5.642990844562121566e+01,6.059421794957389196e+00
2.742500000000000000e+02,8.726531032442123248e+00,-5.989224197972639985e+01,-4.146074028960790303e-02
2.745000000000000000e+02,1.381108699571124276e+01,-6.296402410552424556e+01,4.959009991315818766e+00
2.747500000000000000e+02,7.530959956845311609e+00,-6.477759276294105462e+01,-1.386907434853567267e+00
2.750000000000000000e+02,1.878034227944078083e+01,-7.855312261548858999e+01,9.889791757519910576e+00
2.752500000000000000e+02,1.798356546684442492e+01,-6.085501961647730695e+01,9.080310404734365903e+00
2.755000000000000000e+02,2.202650440670890930e+01,-5.281240804640961528e+01,1.308914427956812787e+01
2.757500000000000000e+02,2.146507893704490755e+01,-5.186562634969349972e+01,1.251470953954845200e+01
2.760000000000000000e+02,1.853002690931817042e+01,-5.080778964201209646e+01,9.546532234192623534e+00
2.762500000000000000e+02,2.435739937339834427e+01,-4.606393323003422324e+01,1.533929068030871079e+01
2.765000000000000000e+02,2.363815984875914467e+01,-4.597006489095171844e+01,1.461056008653394045e+01
2.767500000000000000e+02,1.741550137710580159e+01,-5.165168993754064530e+01,8.369505076977821645e+00
2.770000000000000000e+02,1.769392492800758632e+01,-5.372043402490923825e+01,8.586840106267541017e+00
2.772500000000000000e+02,2.027033925820382620e+01,-4.974976781676041071e+01,1.117223379406647155e+01
2.775000000000000000e+02,1.858145927147511500e+01,-5.367557301623045163e+01,9.450371473823382829e+00
2.777500000000000000e+02,2.099756933624789568e+01,-5.401678816359744673e+01,1.184178500394947875e+01
2.780000000000000000e+02,2.091268793185739128e+01,-5.739419531073717451e+01,1.173843276301283112e+01
2.782500000000000000e+02,2.264075533479436686e+01,-6.775684257496874352e+01,1.343643191366202316e+01
2.785000000000000000e+02,2.186676316443945467e+01,-6.612928040405998331e+01,1.263900514363071004e+01
2.787500000000000000e+02,2.122116019690858479e+01,-5.699643475044212693e+01,1.196571866372519111e+01
2.790000000000000000e+02,2.082303976213886898e+01,-5.413125305807086818e+01,1.154511215035295457e+01
2.792500000000000000e+02,1.835903625266520578e+01,-5.387645590232409631e+01,9.064029775242483211e+00
2.795000000000000000e+02,1.396740408831313829e+01,-5.679106590576411406e+01,4.650096750329206330e+00
2.797500000000000000e+02,1.664110277203122479e+01,-5.326246371377070687e+01,7.279133157556957556e+00
2.800000000000000000e+02,1.815976379141222807e+01,-5.224241533620861588e+01,8.781279049805284842e+00
2.802500000000000000e+02,1.996219458437351335e+01,-5.093539473347021129e+01,1.054989528464694715e+01
2.805000000000000000e+02,1.978542038852996399e+01,-5.014783901241338526e+01,1.037073983337806737e+01
2.807500000000000000e+02,1.571347032867692839e+01,-5.631042213334648494e+01,6.268691424843776616e+00
2.810000000000000000e+02,2.096154908521441840e+01,-5.458459894382311717e+01,1.147588491595331384e+01
2.812500000000000000e+02,2.130954131392307360e+01,-5.455433549788421033e+01,1.182378896406492963e+01
2.815000000000000000e+02,1.251506533666821674e+01,-6.488916091883912429e+01,3.018831827953216695e+00
2.817500000000000000e+02,1.424714054472581815e+01,-7.548001200889162021e+01,4.696140424213316678e+00
2.820000000000000000e+02,1.654421533619457207e+01,-6.199778780738825645e+01,6.962954523284930808e+00
2.822500000000000000e+02,1.865859859881341265e+01,-5.746397816266777170e+01,9.059651967927150551e+00
2.825000000000000000e+02,1.851760247879595767e+01,-5.530525393139816970e+01,8.885715284741241504e+00
2.827500000000000000e+02,1.531883965207862452e+01,-5.661070512463362547e+01,5.688825873004585532e+00
2.830000000000000000e+02,1.297792052862735979e+01,-5.814025974754378723e+01,3.287056009510997523e+00
2.832500000000000000e+02,2.567714127184226314e+01,-4.427468837917531630e+01,1.596392128914171771e+01
2.835000000000000000e+02,2.791674933650664769e+01,-4.251862881915410952e+01,1.819694216463053493e+01
2.837500000000000000e+02,2.172341446779773477e+01,-4.907767055716276161e+01,1.198952311494241840e+01
2.840000000000000000e+02,1.378303240829278309e+01,-5.664758481185125305e+01,4.014348394127612352e+00
2.842500000000000000e+02,1.205002441760183229e+00,-7.405811790016666407e+01,-8.728387530937688155e+00
2.845000000000000000e+02,1.665074850854282218e+01,-6.164232201438246506e+01,6.818928195287503158e+00
2.847500000000000000e+02,2.135384533641654770e+01,-6.414791720803590636e+01,1.149911880014706789e+01
2.850000000000000000e+02,2.359310979771501593e+01,-7.287426055637540401e+01,1.371838200103535499e+01
2.852500000000000000e+02,1.631472212547964773e+01,-7.621658551947950855e+01,6.451636300218583919e+00
2.855000000000000000e+02,1.868803575127712691e+01,-5.621786245192815556e+01,8.743113828564139212e+00
2.857500000000000000e+02,2.328810628229545543e+01,-5.107257708584599243e+01,1.334041993302706963e+01
2.860000000000000000e+02,1.547428781970874034e+01,-5.756403087493626458e+01,5.538186544370086395e+00
2.862500000000000000e+02,5.471083552615763068e+00,-6.944692996154415709e+01,-4.574235478843764469e+00
2.865000000000000000e+02,2.251250796419633105e+01,-4.783917997516094545e+01,1.247066850394414494e+01
2.867500000000000000e+02,2.623931000409656988e+01,-4.478367187251609494e+01,1.618795065236130171e+01
2.870000000000000000e+02,2.628463806849456219e+01,-4.487875624149764775e+01,1.620855967913564655e+01
2.872500000000000000e+02,2.274132328322335184e+01,-4.796075026795060126e+01,1.265771871192636766e+01
2.875000000000000000e+02,1.016344835643304734e+01,-6.240146553288699494e+01,-2.214097233694617070e-02
2.877500000000000000e+02,1.317651374620037785e+01,-5.733268345107057939e+01,3.082563923778225856e+00
2.880000000000000000e+02,2.439164352910376721e+01,-5.974553414273898966e+01,1.420149460400942409e+01
2.882500000000000000e+02,2.494910141074870324e+01,-5.873781418675385879e+01,1.475318302956825889e+01
2.885000000000000000e+02,1.858038347893689135e+01,-6.184381106780421788e+01,8.334314382795247056e+00
2.887500000000000000e+02,2.377154852103513605e+01,-5.497346528158455214e+01,1.351431271072011597e+01
2.890000000000000000e+02,2.360838549584548218e+01,-5.096038128968638148e+01,1.333863144164259751e+01
2.892500000000000000e+02,2.144388608505911265e+01,-5.185221475419020010e+01,1.115150297788996525e+01
2.895000000000000000e+02,1.998016942263623363e+01,-5.206405619205870039e+01,9.647695642148935491e+00
2.897500000000000000e+02,2.177392608946450991e+01,-4.835423230756693158e+01,1.142020410634941818e+01
2.900000000000000000e+02,2.135252897209739587e+01,-4.925410949663277194e+01,1.098185264703932873e+01
2.902500000000000000e+02,1.658319964204044084e+01,-5.358689214598827277e+01,6.187794195188855539e+00
2.905000000000000000e+02,1.449416210642908531e+01,-5.671543317107853710e+01,4.069537690335703672e+00
2.907500000000000000e+02,1.717470862282801392e+01,-5.903530427451969587e+01,6.682829624598806362e+00
2.910000000000000000e+02,2.341345824977373269e+01,-5.175019971154809184e+01,1.293311172831878508e+01
2.912500000000000000e+02,1.877536514731636785e+01,-5.760730887989734583e+01,8.282231049359635833e+00
2.915000000000000000e+02,9.129440135896011554e+00,-7.631053031305283696e+01,-1.397701848553208670e+00
2.917500000000000000e+02,1.710859799558803473e+01,-6.670522665808714180e+01,6.525735061073680399e+00
2.920000000000000000e+02,1.960412231475408973e+01,-6.332827971118584287e+01,9.020913150196763652e+00
2.922500000000000000e+02,1.422659586837708545e+01,-6.274737261913781339e+01,3.596928455708047867e+00
2.925000000000000000e+02,1.257368024639370674e+01,-6.484486682201594476e+01,1.952900912648831477e+00
2.927500000000000000e+02,1.311331497035043192e+01,-5.834794738073259168e+01,2.432713699467512036e+00
2.930000000000000000e+02,8.345147264644008800e+00,-5.896582733416106237e+01,-2.309880754469348485e+00
2.932500000000000000e+02,1.370907492074703882e+01,-5.845691281353927593e+01,2.997226714577573503e+00
2.935000000000000000e+02,1.456347708830866239e+01,-5.699956657057697385e+01,3.813136135406142380e+00
2.937500000000000000e+02,1.734295198518011816e+01,-5.428500787661118920e+01,6.576458422032910534e+00
2.940000000000000000e+02,1.740063199239493841e+01,-5.723120263928571916e+01,6.592628194773437755e+00
2.942500000000000000e+02,1.404318581049788506e+01,-5.829895893664124173e+01,3.257617181270606288e+00
2.945000000000000000e+02,1.088723578775906375e+01,-6.662535009828826560e+01,3.343719464705294242e-02
2.947500000000000000e+02,1.188003965149690266e+01,-6.997242423781253251e+01,1.015518131143186675e+00
2.950000000000000000e+02,1.581233538057807131e+01,-6.873657789289251241e+01,4.891520569020794795e+00
2.952500000000000000e+02,2.080646343661598152e+01,-6.181864840462219490e+01,9.883000671708352058e+00
2.955000000000000000e+02,1.748613708486296758e+01,-5.983094638949842192e+01,6.555555842051016491e+00
2.957500000000000000e+02,1.828322114916803187e+01,-5.631055826193856717e+01,7.310690694172077286e+00
2.960000000000000000e+02,1.998609934531803489e+01,-5.352477348568924498e+01,8.979159451267110015e+00
2.962500000000000000e+02,1.487602058682473682e+01,-5.903682611410255276e+01,3.866012174256688638e+00
2.965000000000000000e+02,7.429758795292454643e+00,-6.568502589317330376e+01,-3.652395777352686057e+00
2.967500000000000000e+02,8.985654816506036369e+00,-6.056745234427399538e+01,-2.080234926836178388e+00
2.970000000000000000e+02,1.713959443467727795e+01,-5.452943763936246313e+01,6.025312541724713533e+00
2.972500000000000000e+02,1.271521461378668683e+01,-5.903618771303160884e+01,1.608639654012876896e+00
2.975000000000000000e+02,1.115254773466183735e+01,-6.566681359093126957e+01,-3.185183075251555446e-02
2.977500000000000000e+02,1.316891654005783785e+01,-6.306144454783525077e+01,1.987605797449675249e+00
2.980000000000000000e+02,-5.513498127580272801e+00,-7.571719007414323244e+01,-1.694668700156552177e+01
2.982500000000000000e+02,1.845336101872496926e+01,-7.189393599730901485e+01,7.194658128018418530e+00
2.985000000000000000e+02,2.335695091256418010e+01,-6.358899575380939240e+01,1.208709488787064856e+01
2.987500000000000000e+02,2.120726268499435818e+01,-6.135565042500017796e+01,9.924176442942764353e+00
2.990000000000000000e+02,9.327480356221951041e+00,-7.249179347925405636e+01,-1.951389164147044220e+00
2.992500000000000000e+02,1.381236736470389204e+01,-5.815038940889163399e+01,2.443834958982379568e+00
2.995000000000000000e+02,1.917537383331628575e+01,-5.418282837972972743e+01,7.801418299583572136e+00
2.997500000000000000e+02,1.958519394528428137e+01,-5.330958449458797332e+01,8.173943332817636076e+00
3.000000000000000000e+02,1.522035471580873178e+01,-5.409993975341636485e+01,3.836761419913826021e+00
3.002500000000000000e+02,1.798365570937027513e+01,-5.334265213586228782e+01,6.530350028215953451e+00
3.005000000000000000e+02,1.660849149965685712e+01,-5.665898634690983471e+01,5.136605300533975793e+00
3.007500000000000000e+02,1.404482984810446311e+01,-5.905280102936310982e+01,2.542818353627950501e+00
3.010000000000000000e+02,1.409920603946269502e+01,-6.514155124818316267e+01,2.541380885740498918e+00
3.012500000000000000e+02,2.051935007043795167e+01,-6.008497403932540948e+01,8.957070614142603304e+00
3.015000000000000000e+02,1.358674220429850266e+01,-6.352016969437539018e+01,2.012268292645398304e+00
3.017500000000000000e+02,1.198598678637823589e+01,-7.786878703432233806e+01,3.849139954720904311e-01
3.020000000000000000e+02,1.268229276671083205e+01,-6.456078200744512685e+01,1.007823724546706323e+00
3.022500000000000000e+02,2.041924298724278586e+01,-5.682099957426090242e+01,8.751000372727537169e+00
3.025000000000000000e+02,2.324748635412611364e+01,-5.104984881928014318e+01,1.155226911728145289e+01
3.027500000000000000e+02,2.352565408035670202e+01,-4.975655758846278331e+01,1.181327400783075277e+01
3.030000000000000000e+02,1.712052687425716968e+01,-5.799826498920709383e+01,5.376310779749054802e+00
3.032500000000000000e+02,2.048537922861068949e+01,-5.126152639636919872e+01,8.705431383265695544e+00
3.035000000000000000e+02,1.707646136838195261e+01,-5.293673096241217735e+01,5.306638407229192111e+00
3.037500000000000000e+02,1.078203262215471092e+01,-5.991057962254934921e+01,-1.012322499507781970e+00
3.040000000000000000e+02,1.247227521614917300e+01,-6.257543610574578707e+01,5.893229732929847753e-01
3.042500000000000000e+02,2.296987955257790048e+01,-5.290116452670211800e+01,1.108133265238315524e+01
3.045000000000000000e+02,2.675054791830419276e+01,-5.256997955962872737e+01,1.483607890002052798e+01
3.047500000000000000e+02,2.745921171612848966e+01,-5.724370941611374519e+01,1.552145108901246218e+01
3.050000000000000000e+02,2.120452001523374008e+01,-6.245129268840317138e+01,9.277114435698244677e+00
3.052500000000000000e+02,-9.814036595705086796e+00,-6.882408918108809814e+01,-2.150266860376875755e+01
3.055000000000000000e+02,1.909898421626125753e+01,-5.826276618362872028e+01,7.070746494904708079e+00
3.057500000000000000e+02,1.392917353829896143e+01,-6.584632674238366690e+01,1.931493521321652640e+00
3.060000000000000000e+02,5.788523063501475718e+00,-6.781345557315594874e+01,-6.262762711111381719e+00
3.062500000000000000e+02,9.129178129617280035e+00,-6.208856435966396248e+01,-2.999124037329199854e+00
3.065000000000000000e+02,1.625846853397793268e+01,-5.730145457144543286e+01,4.119681198835692726e+00
3.067500000000000000e+02,1.824269417141737648e+01,-5.402353665729782506e+01,6.091029629748621055e+00
3.070000000000000000e+02,1.514094911344546901e+01,-5.776544076143317596e+01,2.968246665466621081e+00
3.072500000000000000e+02,1.506054695637021013e+01,-6.040536658772030165e+01,2.832040285500194710e+00
3.075000000000000000e+02,1.487181946499755369e+01,-5.877576890824202138e+01,2.656732473320780663e+00
3.077500000000000000e+02,9.908002703084267893e+00,-6.820108716873177457e+01,-2.385820542536348565e+00
3.080000000000000000e+02,1.367056916620976104e+01,-6.540707568687865603e+01,1.386301955997824242e+00
3.082500000000000000e+02,1.315930709715221347e+01,-7.840548216832348771e+01,8.407952939280680660e-01
3.085000000000000000e+02,1.937943725138576667e+01,-6.166293646924876981e+01,7.020169065698501853e+00
3.087500000000000000e+02,2.640180650999052503e+01,-5.334788242124674440e+01,1.402729613896922345e+01
3.090000000000000000e+02,2.456486242774021633e+01,-5.378146510249153067e+01,1.217805910410582371e+01
3.092500000000000000e+02,1.509596705205906275e+01,-6.239125904609865358e+01,2.676648392128070597e+00
3.095000000000000000e+02,1.490538764671825511e+01,-5.731149257060017277e+01,2.445077296262869737e+00
3.097500000000000000e+02,8.225886055193585733e+00,-7.044083219455936273e+01,-4.327142590372661246e+00
3.100000000000000000e+02,1.705772723142144187e+01,-5.434897408267839580e+01,4.560399864055436403e+00
3.102500000000000000e+02,1.150770655953426136e+01,-5.822521663952880289e+01,-1.039540510186785394e+00
3.105000000000000000e+02,1.833468690014597513e+01,-5.504683299791349071e+01,5.772340988375505688e+00
3.107500000000000000e+02,1.539161870254435271e+01,-5.903793790100284156e+01,2.804016891560273006e+00
3.110000000000000000e+02,9.550950016661220232e+00,-7.005905296284018391e+01,-3.134769494822155611e+00
3.112500000000000000e+02,1.205243360014440768e+01,-6.253276364635442519e+01,-5.479106677649137058e-01
3.115000000000000000e+02,1.772679636207083220e+01,-7.537720831895526885e+01,5.033094449491408717e+00
3.117500000000000000e+02,1.645976629515404710e+01,-6.689231144068098445e+01,3.763980094245451546e+00
3.120000000000000000e+02,2.228248457515066150e+01,-5.777450233761400256e+01,9.534667580117236696e+00
3.122500000000000000e+02,2.256232484699418706e+01,-5.641797738020074604e+01,9.817217297814760713e+00
3.125000000000000000e+02,6.934199125826578047e+00,-7.346010729450831889e+01,-5.861048280664822308e+00
3.127500000000000000e+02,1.985924128933575972e+01,-5.362108273527449853e+01,7.035827875551045274e+00
3.130000000000000000e+02,1.680753890849547361e+01,-5.540817646459905887e+01,3.989783923858704728e+00
3.132500000000000000e+02,5.648607504241494937e+00,-7.299669421378010270e+01,-7.241466451613211674e+00
3.135000000000000000e+02,1.926378327266082024e+01,-5.314105497688485968e+01,6.350428629768090971e+00
3.137500000000000000e+02,1.689298180087526902e+01,-5.348849386407795237e+01,3.990360748765078291e+00
3.140000000000000000e+02,2.076799053277478180e+01,-5.274314444126385837e+01,7.815511730969553206e+00
3.142500000000000000e+02,1.990090015819983194e+01,-5.644720323609138291e+01,6.918910161491444555e+00
3.145000000000000000e+02,2.269392028947262219e+01,-5.893586567209099769e+01,9.666924764869067488e+00
3.147500000000000000e+02,2.542536533200927806e+01,-5.939845034284374492e+01,1.238584323457961389e+01
3.150000000000000000e+02,2.321324109330896590e+01,-7.059988611177786311e+01,1.015343540013516943e+01
3.152500000000000000e+02,2.482410366267982837e+01,-5.919191480767520375e+01,1.172068211605996524e+01
3.155000000000000000e+02,2.457473314323723912e+01,-5.590822307646295997e+01,1.145664206119450412e+01
3.157500000000000000e+02,1.573222754975949655e+01,-6.014697190624494283e+01,2.611486756473206494e+00
3.160000000000000000e+02,6.951346824851220241e+00,-7.901222074743911605e+01,-6.235068200723878462e+00
3.162500000000000000e+02,1.344242448384753530e+01,-6.111452024248002601e+01,2.220166447620104400e-01
3.165000000000000000e+02,1.497341059747482106e+01,-5.898568802797453259e+01,1.722901084791784942e+00
3.167500000000000000e+02,1.499470052501036044e+01,-5.785779253999623961e+01,1.734387985123823084e+00
3.170000000000000000e+02,1.502831017178592354e+01,-5.933985965025085818e+01,1.716722308693571897e+00
3.172500000000000000e+02,1.732391575710578024e+01,-5.640970104111721639e+01,4.003002492109047239e+00
3.175000000000000000e+02,1.365358007214484104e+01,-6.048829346929973383e+01,3.173950701882474745e-01
3.177500000000000000e+02,1.556294233714803354e+01,-6.432774815170812133e+01,2.168800637726749692e+00
3.180000000000000000e+02,2.116316427066321282e+01,-6.382888400735875933e+01,7.745362911695209185e+00
3.182500000000000000e+02,2.373504585434305625e+01,-7.025849349791107556e+01,1.029486305117762690e+01
3.185000000000000000e+02,2.437224162604282185e+01,-6.414412851508109270e+01,1.090113975255301781e+01
3.187500000000000000e+02,2.381361996507239098e+01,-5.662910316350050266e+01,1.032241054574678252e+01
3.190000000000000000e+02,2.362185313535899667e+01,-5.349048206011674722e+01,1.010150091169454711e+01
3.192500000000000000e+02,2.040978088303960192e+01,-5.454633984982827144e+01,6.872970932803759148e+00
3.195000000000000000e+02,1.960077018000946936e+01,-5.286631467228345116e+01,6.015477655439765314e+00
3.197500000000000000e+02,2.356601623349411057e+01,-4.917564918328123724e+01,9.954607128550183148e+00
3.200000000000000000e+02,2.211775541580674798e+01,-5.158865733823255795e+01,8.482108143438027881e+00
3.202500000000000000e+02,1.694596418478588973e+01,-5.631217733181108542e+01,3.286154714222198070e+00
3.205000000000000000e+02,1.559533063313190482e+01,-5.813845617412185618e+01,1.890504452879097963e+00
3.207500000000000000e+02,2.001914197071036128e+01,-5.562503492686988693e+01,6.288344742011217292e+00
3.210000000000000000e+02,1.867210593832916032e+01,-5.862924079799704913e+01,4.916347205898218498e+00
3.212500000000000000e+02,2.149080195535697158e+01,-6.281368872341198539e+01,7.691572054240946699e+00
3.215000000000000000e+02,1.415060630747983161e+01,-6.203720944455950814e+01,4.080625222044552691e-01
3.217500000000000000e+02,2.451770596939414659e+01,-6.349699369983902386e+01,1.066054211782459227e+01
3.220000000000000000e+02,2.499572857079329324e+01,-6.025451640033477219e+01,1.113771017582239153e+01
3.222500000000000000e+02,1.511933474039958192e+01,-6.360015360476346302e+01,1.251883708517456339e+00
3.225000000000000000e+02,1.356497605004710572e+01,-6.491861575925268824e+01,-3.700941139151082138e-01
3.227500000000000000e+02,2.174462269468780207e+01,-5.244355301848113982e+01,7.763493158256165927e+00
3.230000000000000000e+02,2.642307231764324627e+01,-4.745835909883498971e+01,1.243161389027040187e+01
3.232500000000000000e+02,2.407162049864530928e+01,-4.928710016041488018e+01,1.006359995004333996e+01
3.235000000000000000e+02,1.516109985104498570e+01,-5.718458531048240445e+01,1.139461364932080167e+00
3.237500000000000000e+02,1.614859844913035403e+01,-5.826813359551731963e+01,2.058736322334677293e+00
3.240000000000000000e+02,1.058298106516495807e+01,-6.484954621781820094e+01,-3.508278309661909233e+00
3.242500000000000000e+02,2.117426339015597136e+01,-5.886757531892031636e+01,7.011926588740328370e+00
3.245000000000000000e+02,2.623090635165464946e+01,-5.376176868354778549e+01,1.206676570059144638e+01
3.247500000000000000e+02,2.279604071658144449e+01,-5.901690108777654586e+01,8.618769550934031187e+00
3.250000000000000000e+02,1.580660735565119879e+01,-7.195390858678392476e+01,1.582502853122255138e+00
3.252500000000000000e+02,6.281386480571681474e+00,-8.052139245346234020e+01,-7.930284402465175297e+00
3.255000000000000000e+02,9.051550181189911726e+00,-7.064527714832827598e+01,-5.260137759127982982e+00
3.257500000000000000e+02,1.578025735420739473e+01,-6.100419380627752730e+01,1.448878463364915214e+00
3.260000000000000000e+02,1.658959639302939593e+01,-5.890138510324910470e+01,2.260716864086289579e+00
3.262500000000000000e+02,1.243641054408005076e+01,-6.287937536755929102e+01,-1.939713804560243560e+00
3.265000000000000000e+02,1.407428437599417670e+01,-5.866944313746947159e+01,-3.289760991957856873e-01
3.267500000000000000e+02,1.242386951253573102e+01,-5.838033612458801258e+01,-2.035676590410924636e+00
3.270000000000000000e+02,2.312159418218904605e+01,-5.053664171034793640e+01,8.657079560073491109e+00
3.272500000000000000e+02,1.592541559607610857e+01,-5.795569471972931552e+01,1.471744875798170815e+00
3.275000000000000000e+02,1.344806524413824533e+01,-6.237748177279012651e+01,-1.062729933490720091e+00
3.277500000000000000e+02,1.552208104465452365e+01,-6.379072491250116173e+01,9.581318740847187820e-01
3.280000000000000000e+02,2.097690904772731102e+01,-6.406871535954712726e+01,6.387552206346346573e+00
3.282500000000000000e+02,2.058109698974172375e+01,-6.960510298418139996e+01,5.978710678556186764e+00
3.285000000000000000e+02,1.388999892114860479e+01,-7.920920369890423274e+01,-7.298005930119180196e-01
3.287500000000000000e+02,1.260878438809507429e+01,-6.937044805419887439e+01,-2.071362590193045250e+00
3.290000000000000000e+02,1.451112063749465264e+01,-6.353424121610110120e+01,-1.875874061387128033e-01
3.292500000000000000e+02,1.721696395561871640e+01,-5.933995320265922402e+01,2.469894165973402611e+00
3.295000000000000000e+02,2.264412884584782049e+01,-5.184699298470930273e+01,7.877052240954363072e+00
3.297500000000000000e+02,2.121116987620683858e+01,-5.385980065660455551e+01,6.428890751057272368e+00
