Frequency [Hz],FIR,IIR
4.255189255189254993e+01,1.500000000000015916e+02,2.338905942444349684e+00
4.267399267399267160e+01,1.500000000000000000e+02,2.331376941868731123e+00
4.279609279609279326e+01,1.499999999999939178e+02,2.323919216358850459e+00
4.291819291819291493e+01,1.500000000000000000e+02,2.316531918592281247e+00
4.304029304029303660e+01,1.500000000000108571e+02,2.309214213925895098e+00
4.316239316239315826e+01,1.499999999999923261e+02,2.301965280222330712e+00
4.328449328449327993e+01,1.500000000000000000e+02,2.294784307486532615e+00
4.340659340659340160e+01,1.500000000000000000e+02,2.287670497872829500e+00
4.352869352869353037e+01,1.500000000000015916e+02,2.280623065233924329e+00
4.365079365079365203e+01,1.500000000000000000e+02,2.273641235073962097e+00
4.377289377289377370e+01,1.500000000000015916e+02,2.266724244292090518e+00
4.389499389499389537e+01,1.500000000000000000e+02,2.259871340976145504e+00
4.401709401709401703e+01,1.500000000000015916e+02,2.253081784223321726e+00
4.413919413919413870e+01,1.500000000000000000e+02,2.246354843909840859e+00
4.426129426129426037e+01,1.500000000000015916e+02,2.239689800575964451e+00
4.438339438339438203e+01,1.499999999999923261e+02,2.233085945182573528e+00
4.450549450549450370e+01,1.500000000000000000e+02,2.226542578907781955e+00
4.462759462759462536e+01,1.500000000000015916e+02,2.220059013082662513e+00
4.474969474969474703e+01,1.500000000000000000e+02,2.213634568876767794e+00
4.487179487179486870e+01,1.500000000000015916e+02,2.207268577214570815e+00
4.499389499389499036e+01,1.500000000000015916e+02,2.200960378624958302e+00
4.511599511599511203e+01,1.500000000000000000e+02,2.194709322966214682e+00
4.523809523809523370e+01,1.500000000000015916e+02,2.188514769440818242e+00
4.536019536019536247e+01,1.499999999999984084e+02,2.182376086224680378e+00
4.548229548229548413e+01,1.500000000000015916e+02,2.176292650535491813e+00
4.560439560439560580e+01,1.499999999999923261e+02,2.170263848303668919e+00
4.572649572649572747e+01,1.500000000000000000e+02,2.164289074129159385e+00
4.584859584859584913e+01,1.500000000000015916e+02,2.158367731073604023e+00
4.597069597069597080e+01,1.500000000000000000e+02,2.152499230581710332e+00
4.609279609279609247e+01,1.500000000000015916e+02,2.146682992270389168e+00
4.621489621489621413e+01,1.500000000000015916e+02,2.140918443866957066e+00
4.633699633699633580e+01,1.500000000000000000e+02,2.135205020991646219e+00
4.645909645909645747e+01,1.500000000000015916e+02,2.129542167112448592e+00
4.658119658119657913e+01,1.500000000000000000e+02,2.123929333334696246e+00
4.670329670329670080e+01,1.500000000000015916e+02,2.118365978355480461e+00
4.682539682539682246e+01,1.500000000000000000e+02,2.112851568253082846e+00
4.694749694749694413e+01,1.499999999999923261e+02,2.107385576469769539e+00
4.706959706959706580e+01,1.500000000000015916e+02,2.101967483558241589e+00
