Frequency [Hz],FIR,IIR
9.884004884004883706e+01,1.499999999999968168e+02,1.476128905204304509e+00
9.896214896214897294e+01,1.500000000000031832e+02,1.476147067025856074e+00
9.908424908424908040e+01,1.500000000000000000e+02,1.476167731344860456e+00
9.920634920634921627e+01,1.500000000000031832e+02,1.476190884746125809e+00
9.932844932844932373e+01,1.499999999999968168e+02,1.476216513860947765e+00
9.945054945054945961e+01,1.500000000000031832e+02,1.476244605389320785e+00
9.957264957264956706e+01,1.500000000000000000e+02,1.476275146080056500e+00
9.969474969474970294e+01,1.500000000000031832e+02,1.476308122750375151e+00
9.981684981684981040e+01,1.499999999999968168e+02,1.476343522266445829e+00
9.993894993894994627e+01,1.500000000000031832e+02,1.476381331552426346e+00
1.000610500610500537e+02,1.500000000000000000e+02,1.476421537585778543e+00
1.001831501831501896e+02,1.500000000000031832e+02,1.476464127400072490e+00
1.003052503052502971e+02,1.499999999999814690e+02,1.476509088089905886e+00
1.004273504273504329e+02,1.500000000000185310e+02,1.476556406794353293e+00
1.005494505494505404e+02,1.500000000000000000e+02,1.476606070709230778e+00
1.006715506715506763e+02,1.499999999999846523e+02,1.476658067087944559e+00
1.007936507936507837e+02,1.500000000000000000e+02,1.476712383232683168e+00
1.009157509157509196e+02,1.500000000000031832e+02,1.476769006494018877e+00
1.010378510378510271e+02,1.499999999999968168e+02,1.476827924284420224e+00
1.011599511599511629e+02,1.500000000000031832e+02,1.476889124059150626e+00
1.012820512820512704e+02,1.500000000000000000e+02,1.476952593326486651e+00
1.014041514041514063e+02,1.500000000000031832e+02,1.477018319650959199e+00
1.015262515262515137e+02,1.500000000000000000e+02,1.477086290633668808e+00
1.016483516483516496e+02,1.500000000000000000e+02,1.477156493937993753e+00
1.017704517704517571e+02,1.500000000000000000e+02,1.477228917272620734e+00
1.018925518925518929e+02,1.500000000000031832e+02,1.477303548393986254e+00
1.020146520146520004e+02,1.500000000000000000e+02,1.477380375102533172e+00
1.021367521367521363e+02,1.500000000000000000e+02,1.477459385253531821e+00
1.022588522588522437e+02,1.500000000000000000e+02,1.477540566748863693e+00
1.023809523809523796e+02,1.500000000000031832e+02,1.477623907533529568e+00
1.025030525030524871e+02,1.500000000000000000e+02,1.477709395601745523e+00
1.026251526251526229e+02,1.500000000000031832e+02,1.477797018990324451e+00
1.027472527472527304e+02,1.499999999999968168e+02,1.477886765786106782e+00
1.028693528693528663e+02,1.500000000000000000e+02,1.477978624121555340e+00
1.029914529914530021e+02,1.500000000000000000e+02,1.478072582167514915e+00
1.031135531135531096e+02,1.500000000000031832e+02,1.478168628145316355e+00
1.032356532356532455e+02,1.499999999999814690e+02,1.478266750325292644e+00
1.033577533577533529e+02,1.500000000000217142e+02,1.478366937003586123e+00
1.034798534798534888e+02,1.499999999999968168e+02,1.478469176539391361e+00
1.036019536019535963e+02,1.500000000000031832e+02,1.478573457324281026e+00
1.037240537240537321e+02,1.500000000000000000e+02,1.478679767793142030e+00
1.038461538461538396e+02,1.500000000000031832e+02,1.478788096428579113e+00
1.039682539682539755e+02,1.500000000000000000e+02,1.478898431744556374e+00
1.040903540903540829e+02,1.500000000000000000e+02,1.479010762307764848e+00
1.042124542124542188e+02,1.500000000000000000e+02,1.479125076723691645e+00
1.043345543345543263e+02,1.499999999999846523e+02,1.479241363624879346e+00
1.044566544566544621e+02,1.500000000000185310e+02,1.479359611710162170e+00
1.045787545787545696e+02,1.499999999999846523e+02,1.479479809687832326e+00
1.047008547008547055e+02,1.500000000000153477e+02,1.479601946335455054e+00
1.048229548229548129e+02,1.499999999999846523e+02,1.479726010446044793e+00
1.049450549450549488e+02,1.500000000000031832e+02,1.479851990865981293e+00
1.050671550671550563e+02,1.500000000000000000e+02,1.479979876472665490e+00
1.051892551892551921e+02,1.500000000000000000e+02,1.480109656184233069e+00
1.053113553113552996e+02,1.500000000000000000e+02,1.480241318962459696e+00
1.054334554334554355e+02,1.500000000000031832e+02,1.480374853794729884e+00
1.055555555555555429e+02,1.500000000000000000e+02,1.480510249715617066e+00
1.056776556776556788e+02,1.500000000000031832e+02,1.480647495790281321e+00
1.057997557997557863e+02,1.499999999999968168e+02,1.480786581127974788e+00
1.059218559218559221e+02,1.500000000000031832e+02,1.480927494866713712e+00
1.060439560439560296e+02,1.500000000000000000e+02,1.481070226176535831e+00
1.061660561660561655e+02,1.500000000000031832e+02,1.481214764283594887e+00
1.062881562881562729e+02,1.500000000000000000e+02,1.481361098422679934e+00
1.064102564102564088e+02,1.500000000000000000e+02,1.481509217883191010e+00
1.065323565323565163e+02,1.500000000000000000e+02,1.481659111978272270e+00
1.066544566544566521e+02,1.500000000000031832e+02,1.481810770064911242e+00
1.067765567765567596e+02,1.499999999999814690e+02,1.481964181522247515e+00
1.068986568986568955e+02,1.500000000000185310e+02,1.482119335770503810e+00
1.070207570207570313e+02,1.499999999999814690e+02,1.482276222265368926e+00
1.071428571428571388e+02,1.500000000000185310e+02,1.482434830490820366e+00
1.072649572649572747e+02,1.499999999999814690e+02,1.482595149962962822e+00
1.073870573870573821e+02,1.500000000000031832e+02,1.482757170236754574e+00
1.075091575091575180e+02,1.500000000000000000e+02,1.482920880894225579e+00
1.076312576312576255e+02,1.500000000000031832e+02,1.483086271549442170e+00
1.077533577533577613e+02,1.499999999999968168e+02,1.483253331849127221e+00
1.078754578754578688e+02,1.500000000000031832e+02,1.483422051470218994e+00
1.079975579975580047e+02,1.500000000000000000e+02,1.483592420129776324e+00
1.081196581196581121e+02,1.500000000000031832e+02,1.483764427556550691e+00
1.082417582417582480e+02,1.499999999999968168e+02,1.483938063529244289e+00
1.083638583638583555e+02,1.500000000000031832e+02,1.484113317844765412e+00
1.084859584859584913e+02,1.500000000000000000e+02,1.484290180339272291e+00
1.086080586080585988e+02,1.500000000000031832e+02,1.484468640868577438e+00
1.087301587301587347e+02,1.500000000000000000e+02,1.484648689322159543e+00
1.088522588522588421e+02,1.500000000000000000e+02,1.484830315622838848e+00
1.089743589743589780e+02,1.500000000000000000e+02,1.485013509718769331e+00
1.090964590964590855e+02,1.500000000000031832e+02,1.485198261585307211e+00
1.092185592185592213e+02,1.500000000000000000e+02,1.485384561229654787e+00
1.093406593406593288e+02,1.500000000000031832e+02,1.485572398682226014e+00
1.094627594627594647e+02,1.499999999999968168e+02,1.485761764007534458e+00
1.095848595848595721e+02,1.500000000000031832e+02,1.485952647292499318e+00
1.097069597069597080e+02,1.499999999999814690e+02,1.486145038657642914e+00
1.098290598290598155e+02,1.500000000000031832e+02,1.486338928246038193e+00
1.099511599511599513e+02,1.500000000000000000e+02,1.486534306222700996e+00
1.100732600732600588e+02,1.500000000000000000e+02,1.486731162789752592e+00
1.101953601953601947e+02,1.500000000000000000e+02,1.486929488172766156e+00
1.103174603174603021e+02,1.499999999999846523e+02,1.487129272620030696e+00
1.104395604395604380e+02,1.500000000000000000e+02,1.487330506407194664e+00
1.105616605616605455e+02,1.500000000000031832e+02,1.487533179835001107e+00
1.106837606837606813e+02,1.499999999999968168e+02,1.487737283233514507e+00
1.108058608058607888e+02,1.500000000000031832e+02,1.487942806954340558e+00
1.109279609279609247e+02,1.500000000000153477e+02,1.488149741376100677e+00
1.110500610500610605e+02,1.499999999999846523e+02,1.488358076898661508e+00
1.111721611721611680e+02,1.500000000000000000e+02,1.488567803951799329e+00
1.112942612942613039e+02,1.500000000000000000e+02,1.488778912990379455e+00
1.114163614163614113e+02,1.500000000000000000e+02,1.488991394481504749e+00
1.115384615384615472e+02,1.500000000000031832e+02,1.489205238930768171e+00
1.116605616605616547e+02,1.500000000000000000e+02,1.489420436864753672e+00
1.117826617826617905e+02,1.500000000000031832e+02,1.489636978824721902e+00
1.119047619047618980e+02,1.499999999999968168e+02,1.489854855381976595e+00
1.120268620268620339e+02,1.500000000000031832e+02,1.490074057135153840e+00
1.121489621489621413e+02,1.500000000000000000e+02,1.490294574695067320e+00
1.122710622710622772e+02,1.500000000000031832e+02,1.490516398701455580e+00
1.123931623931623847e+02,1.500000000000000000e+02,1.490739519822796399e+00
1.125152625152625205e+02,1.500000000000000000e+02,1.490963928732984334e+00
1.126373626373626280e+02,1.500000000000000000e+02,1.491189616145861319e+00
1.127594627594627639e+02,1.500000000000031832e+02,1.491416572786553818e+00
1.128815628815628713e+02,1.500000000000000000e+02,1.491644789407400085e+00
1.130036630036630072e+02,1.499999999999846523e+02,1.491874256772958374e+00
1.131257631257631147e+02,1.500000000000153477e+02,1.492104965686219309e+00
1.132478632478632505e+02,1.499999999999846523e+02,1.492336906952185904e+00
1.133699633699633580e+02,1.500000000000000000e+02,1.492570071411042143e+00
1.134920634920634939e+02,1.500000000000031832e+02,1.492804449914392428e+00
1.136141636141636013e+02,1.499999999999968168e+02,1.493040033342214690e+00
1.137362637362637372e+02,1.500000000000031832e+02,1.493276812589670710e+00
1.138583638583638447e+02,1.500000000000000000e+02,1.493514778571761514e+00
1.139804639804639805e+02,1.500000000000031832e+02,1.493753922228368003e+00
1.141025641025640880e+02,1.500000000000031832e+02,1.493994234513126518e+00
1.142246642246642239e+02,1.499999999999968168e+02,1.494235706406009001e+00
1.143467643467643313e+02,1.500000000000031832e+02,1.494478328900657793e+00
1.144688644688644672e+02,1.500000000000000000e+02,1.494722093012360808e+00
1.145909645909645747e+02,1.500000000000031832e+02,1.494966989778248045e+00
1.147130647130647105e+02,1.500000000000000000e+02,1.495213010246816632e+00
1.148351648351648180e+02,1.500000000000000000e+02,1.495460145495719040e+00
1.149572649572649539e+02,1.499999999999968168e+02,1.495708386613681773e+00
1.150793650793650897e+02,1.500000000000031832e+02,1.495957724707226877e+00
1.152014652014651972e+02,1.500000000000000000e+02,1.496208150912549995e+00
1.153235653235653331e+02,1.500000000000031832e+02,1.496459656367359559e+00
1.154456654456654405e+02,1.500000000000000000e+02,1.496712232239975959e+00
1.155677655677655764e+02,1.500000000000000000e+02,1.496965869710655150e+00
1.156898656898656839e+02,1.500000000000000000e+02,1.497220559980493970e+00
1.158119658119658197e+02,1.499999999999846523e+02,1.497476294267231056e+00
1.159340659340659272e+02,1.500000000000000000e+02,1.497733063804235210e+00
1.160561660561660631e+02,1.500000000000217142e+02,1.497990859844626765e+00
1.161782661782661705e+02,1.499999999999782858e+02,1.498249673654770131e+00
1.163003663003663064e+02,1.500000000000217142e+02,1.498509496526496232e+00
1.164224664224664139e+02,1.499999999999814690e+02,1.498770319755981628e+00
1.165445665445665497e+02,1.500000000000031832e+02,1.499032134667184657e+00
1.166666666666666572e+02,1.499999999999968168e+02,1.499294932596366259e+00
1.167887667887667931e+02,1.500000000000031832e+02,1.499558704891942762e+00
1.169108669108669005e+02,1.500000000000000000e+02,1.499823442927077366e+00
1.170329670329670364e+02,1.499999999999846523e+02,1.500089138085207718e+00
1.171550671550671439e+02,1.500000000000185310e+02,1.500355781765183139e+00
1.172771672771672797e+02,1.499999999999814690e+02,1.500623365387633745e+00
1.173992673992673872e+02,1.500000000000185310e+02,1.500891880381726828e+00
1.175213675213675231e+02,1.499999999999846523e+02,1.501161318195008976e+00
1.176434676434676305e+02,1.500000000000185310e+02,1.501431670293839504e+00
1.177655677655677664e+02,1.499999999999846523e+02,1.501702928154491357e+00
1.178876678876678739e+02,1.500000000000153477e+02,1.501975083272700351e+00
1.180097680097680097e+02,1.499999999999846523e+02,1.502248127152743029e+00
1.181318681318681172e+02,1.500000000000000000e+02,1.502522051326967034e+00
1.182539682539682531e+02,1.500000000000031832e+02,1.502796847325118534e+00
1.183760683760683605e+02,1.500000000000000000e+02,1.503072506703930555e+00
1.184981684981684964e+02,1.500000000000000000e+02,1.503349021034392718e+00
1.186202686202686039e+02,1.500000000000000000e+02,1.503626381893137243e+00
1.187423687423687397e+02,1.500000000000031832e+02,1.503904580882411635e+00
1.188644688644688472e+02,1.500000000000000000e+02,1.504183609608223948e+00
1.189865689865689831e+02,1.500000000000000000e+02,1.504463459695832617e+00
1.191086691086691189e+02,1.500000000000000000e+02,1.504744122788438609e+00
1.192307692307692264e+02,1.500000000000000000e+02,1.505025590535104651e+00
1.193528693528693623e+02,1.500000000000000000e+02,1.505307854599798434e+00
1.194749694749694697e+02,1.500000000000031832e+02,1.505590906667400697e+00
1.195970695970696056e+02,1.500000000000000000e+02,1.505874738432194659e+00
1.197191697191697131e+02,1.500000000000000000e+02,1.506159341593534151e+00
1.198412698412698489e+02,1.500000000000000000e+02,1.506444707879856848e+00
1.199633699633699564e+02,1.499999999999846523e+02,1.506730829019457873e+00
1.200854700854700923e+02,1.500000000000185310e+02,1.507017696761612013e+00
1.202075702075701997e+02,1.499999999999846523e+02,1.507305302863777507e+00
1.203296703296703356e+02,1.499999999999968168e+02,1.507593639099249705e+00
1.204517704517704431e+02,1.500000000000031832e+02,1.507882697254071314e+00
1.205738705738705789e+02,1.500000000000000000e+02,1.508172469122664117e+00
1.206959706959706864e+02,1.500000000000031832e+02,1.508462946521458736e+00
1.208180708180708223e+02,1.500000000000000000e+02,1.508754121265357240e+00
1.209401709401709297e+02,1.500000000000000000e+02,1.509045985195390127e+00
1.210622710622710656e+02,1.500000000000000000e+02,1.509338530157503744e+00
1.211843711843711731e+02,1.500000000000031832e+02,1.509631748009803154e+00
1.213064713064713089e+02,1.500000000000000000e+02,1.509925630626885340e+00
1.214285714285714164e+02,1.500000000000031832e+02,1.510220169889507691e+00
1.215506715506715523e+02,1.499999999999968168e+02,1.510515357696575967e+00
1.216727716727716597e+02,1.500000000000031832e+02,1.510811185952368740e+00
1.217948717948717956e+02,1.500000000000000000e+02,1.511107646578219166e+00
1.219169719169719031e+02,1.500000000000031832e+02,1.511404731505465060e+00
1.220390720390720389e+02,1.500000000000000000e+02,1.511702432670855911e+00
1.221611721611721464e+02,1.500000000000000000e+02,1.512000742040313428e+00
1.222832722832722823e+02,1.500000000000000000e+02,1.512299651567596159e+00
1.224053724053723897e+02,1.499999999999846523e+02,1.512599153232660143e+00
1.225274725274725256e+02,1.500000000000185310e+02,1.512899239025583320e+00
1.226495726495726331e+02,1.499999999999814690e+02,1.513199900944704135e+00
1.227716727716727689e+02,1.500000000000185310e+02,1.513501130998194277e+00
1.228937728937728764e+02,1.499999999999846523e+02,1.513802921210726460e+00
1.230158730158730123e+02,1.500000000000153477e+02,1.514105263610074692e+00
1.231379731379731481e+02,1.499999999999846523e+02,1.514408150240895035e+00
1.232600732600732556e+02,1.500000000000000000e+02,1.514711573158668223e+00
1.233821733821733915e+02,1.500000000000185310e+02,1.515015524424324855e+00
1.235042735042734989e+02,1.500000000000000000e+02,1.515319996114630641e+00
1.236263736263736348e+02,1.500000000000031832e+02,1.515624980315184445e+00
1.237484737484737423e+02,1.499999999999846523e+02,1.515930469122937385e+00
1.238705738705738781e+02,1.500000000000000000e+02,1.516236454641647580e+00
1.239926739926739856e+02,1.500000000000000000e+02,1.516542928990850969e+00
1.241147741147741215e+02,1.500000000000000000e+02,1.516849884293478112e+00
1.242368742368742289e+02,1.500000000000031832e+02,1.517157312690263771e+00
1.243589743589743648e+02,1.500000000000000000e+02,1.517465206328734828e+00
1.244810744810744723e+02,1.500000000000031832e+02,1.517773557362874781e+00
1.246031746031746081e+02,1.499999999999968168e+02,1.518082357963938867e+00
1.247252747252747156e+02,1.500000000000031832e+02,1.518391600308132583e+00
1.248473748473748515e+02,1.500000000000000000e+02,1.518701276580742388e+00
1.249694749694749589e+02,1.500000000000031832e+02,1.519011378981413474e+00
1.250915750915750948e+02,1.499999999999968168e+02,1.519321899715986079e+00
1.252136752136752023e+02,1.500000000000031832e+02,1.519632830999017248e+00
1.253357753357753381e+02,1.500000000000000000e+02,1.519944165061666963e+00
1.254578754578754456e+02,1.500000000000031832e+02,1.520255894133391905e+00
1.255799755799755815e+02,1.500000000000000000e+02,1.520568010467719056e+00
1.257020757020756889e+02,1.500000000000000000e+02,1.520880506310742009e+00
1.258241758241758248e+02,1.500000000000000000e+02,1.521193373931842174e+00
1.259462759462759323e+02,1.499999999999846523e+02,1.521506605605038143e+00
1.260683760683760681e+02,1.500000000000000000e+02,1.521820193610992744e+00
1.261904761904761756e+02,1.500000000000031832e+02,1.522134130243921080e+00
1.263125763125763115e+02,1.499999999999968168e+02,1.522448407802713843e+00
1.264346764346764189e+02,1.500000000000031832e+02,1.522763018601494878e+00
1.265567765567765548e+02,1.500000000000000000e+02,1.523077954958394598e+00
1.266788766788766623e+02,1.500000000000031832e+02,1.523393209203449894e+00
1.268009768009767981e+02,1.500000000000000000e+02,1.523708773670646721e+00
1.269230769230769056e+02,1.500000000000000000e+02,1.524024640713314671e+00
1.270451770451770415e+02,1.499999999999968168e+02,1.524340802683390894e+00
1.271672771672771773e+02,1.500000000000031832e+02,1.524657251947305614e+00
1.272893772893772848e+02,1.500000000000000000e+02,1.524973980878978841e+00
1.274114774114774207e+02,1.500000000000031832e+02,1.525290981858085537e+00
1.275335775335775281e+02,1.500000000000000000e+02,1.525608247279246488e+00
1.276556776556776640e+02,1.500000000000000000e+02,1.525925769541811583e+00
1.277777777777777715e+02,1.500000000000000000e+02,1.526243541055245734e+00
1.278998778998779073e+02,1.500000000000031832e+02,1.526561554236401941e+00
1.280219780219780148e+02,1.500000000000000000e+02,1.526879801511379586e+00
1.281440781440781507e+02,1.500000000000000000e+02,1.527198275313971010e+00
1.282661782661782581e+02,1.500000000000031832e+02,1.527516968091343630e+00
1.283882783882783656e+02,1.500000000000000000e+02,1.527835872290579822e+00
1.285103785103785015e+02,1.499999999999846523e+02,1.528154980376807526e+00
1.286324786324786373e+02,1.500000000000000000e+02,1.528474284814398620e+00
1.287545787545787448e+02,1.500000000000000000e+02,1.528793778086349198e+00
1.288766788766788522e+02,1.500000000000000000e+02,1.529113452669850881e+00
1.289987789987789881e+02,1.500000000000031832e+02,1.529433301070756812e+00
1.291208791208791240e+02,1.500000000000000000e+02,1.529753315780431722e+00
1.292429792429792315e+02,1.499999999999968168e+02,1.530073489318553248e+00
1.293650793650793673e+02,1.500000000000031832e+02,1.530393814196193691e+00
1.294871794871795032e+02,1.499999999999968168e+02,1.530714282947390759e+00
1.296092796092796107e+02,1.500000000000063665e+02,1.531034888105963443e+00
1.297313797313797181e+02,1.499999999999968168e+02,1.531355622216205692e+00
1.298534798534798540e+02,1.500000000000063665e+02,1.531676477828375793e+00
1.299755799755799899e+02,1.499999999999968168e+02,1.531997447504345633e+00
1.300976800976800973e+02,1.500000000000031832e+02,1.532318523810795030e+00
1.302197802197802048e+02,1.499999999999968168e+02,1.532639699328493643e+00
1.303418803418803407e+02,1.499999999999878355e+02,1.532960966637716638e+00
1.304639804639804765e+02,1.500000000000153477e+02,1.533282318333115679e+00
1.305860805860805840e+02,1.499999999999846523e+02,1.533603747017552088e+00
1.307081807081806915e+02,1.500000000000153477e+02,1.533925245298421336e+00
1.308302808302808273e+02,1.499999999999878355e+02,1.534246805791455337e+00
1.309523809523809632e+02,1.499999999999968168e+02,1.534568421124443693e+00
1.310744810744810707e+02,1.500000000000031832e+02,1.534890083926153448e+00
1.311965811965811781e+02,1.499999999999968168e+02,1.535211786843775350e+00
1.313186813186813140e+02,1.500000000000063665e+02,1.535533522522420036e+00
1.314407814407814499e+02,1.499999999999968168e+02,1.535855283621567979e+00
1.315628815628815573e+02,1.500000000000063665e+02,1.536177062802337012e+00
1.316849816849816648e+02,1.499999999999968168e+02,1.536498852743810373e+00
1.318070818070818007e+02,1.500000000000031832e+02,1.536820646120777623e+00
1.319291819291819365e+02,1.499999999999968168e+02,1.537142435625143744e+00
1.320512820512820440e+02,1.500000000000063665e+02,1.537464213954987668e+00
1.321733821733821514e+02,1.499999999999968168e+02,1.537785973813491136e+00
1.322954822954822873e+02,1.500000000000031832e+02,1.538107707913649813e+00
1.324175824175824232e+02,1.499999999999968168e+02,1.538429408975153123e+00
1.325396825396825307e+02,1.500000000000063665e+02,1.538751069728787391e+00
1.326617826617826381e+02,1.499999999999968168e+02,1.539072682906529765e+00
1.327838827838827740e+02,1.500000000000063665e+02,1.539394241258503992e+00
1.329059829059829099e+02,1.499999999999968168e+02,1.539715737532382445e+00
1.330280830280830173e+02,1.500000000000031832e+02,1.540037164488631261e+00
1.331501831501831248e+02,1.499999999999968168e+02,1.540358514900481479e+00
1.332722832722832891e+02,1.499999999999814690e+02,1.540679781534744164e+00
1.333943833943833965e+02,1.500000000000063665e+02,1.541000957182128817e+00
1.335164835164835040e+02,1.500000000000153477e+02,1.541322034631439575e+00
1.336385836385836399e+02,1.499999999999846523e+02,1.541643006682863470e+00
1.337606837606837757e+02,1.500000000000153477e+02,1.541963866142913808e+00
1.338827838827838832e+02,1.499999999999878355e+02,1.542284605827329402e+00
1.340048840048839907e+02,1.499999999999968168e+02,1.542605218559397251e+00
1.341269841269841265e+02,1.500000000000031832e+02,1.542925697168762378e+00
1.342490842490842624e+02,1.499999999999968168e+02,1.543246034497101737e+00
1.343711843711843699e+02,1.500000000000063665e+02,1.543566223386494407e+00
1.344932844932844773e+02,1.499999999999968168e+02,1.543886256696693549e+00
1.346153846153846132e+02,1.500000000000063665e+02,1.544206127287380603e+00
1.347374847374847491e+02,1.499999999999968168e+02,1.544525828028648906e+00
1.348595848595848565e+02,1.500000000000031832e+02,1.544845351800217204e+00
1.349816849816849640e+02,1.499999999999782858e+02,1.545164691487609376e+00
1.351037851037850999e+02,1.500000000000248974e+02,1.545483839986740549e+00
1.352258852258852357e+02,1.499999999999782858e+02,1.545802790196723731e+00
1.353479853479853432e+02,1.500000000000031832e+02,1.546121535029985505e+00
1.354700854700854507e+02,1.500000000000153477e+02,1.546440067403451302e+00
1.355921855921855865e+02,1.499999999999878355e+02,1.546758380246322728e+00
1.357142857142857224e+02,1.500000000000153477e+02,1.547076466487231849e+00
1.358363858363858299e+02,1.499999999999878355e+02,1.547394319071248248e+00
1.359584859584859373e+02,1.499999999999968168e+02,1.547711930949644543e+00
1.360805860805860732e+02,1.500000000000031832e+02,1.548029295081448709e+00
1.362026862026862091e+02,1.499999999999968168e+02,1.548346404426274692e+00
1.363247863247863165e+02,1.500000000000063665e+02,1.548663251967739241e+00
1.364468864468864240e+02,1.499999999999968168e+02,1.548979830678176128e+00
1.365689865689865599e+02,1.500000000000031832e+02,1.549296133556990807e+00
1.366910866910866957e+02,1.500000000000153477e+02,1.549612153598237896e+00
1.368131868131868032e+02,1.499999999999878355e+02,1.549927883807966644e+00
1.369352869352869106e+02,1.499999999999968168e+02,1.550243317202357307e+00
1.370573870573870465e+02,1.500000000000031832e+02,1.550558446805853530e+00
1.371794871794871824e+02,1.499999999999968168e+02,1.550873265647673582e+00
1.373015873015872899e+02,1.500000000000185310e+02,1.551187766766993548e+00
1.374236874236874257e+02,1.500000000000031832e+02,1.551501943210875645e+00
1.375457875457875616e+02,1.499999999999814690e+02,1.551815788038906518e+00
1.376678876678876691e+02,1.500000000000031832e+02,1.552129294310284013e+00
1.377899877899877765e+02,1.500000000000000000e+02,1.552442455101511687e+00
1.379120879120879124e+02,1.500000000000000000e+02,1.552755263490375626e+00
1.380341880341880483e+02,1.500000000000000000e+02,1.553067712568524605e+00
1.381562881562881557e+02,1.500000000000031832e+02,1.553379795431819588e+00
1.382783882783882632e+02,1.500000000000000000e+02,1.553691505185352373e+00
1.384004884004883991e+02,1.500000000000000000e+02,1.554002834945403588e+00
1.385225885225885349e+02,1.500000000000000000e+02,1.554313777832131205e+00
1.386446886446886424e+02,1.500000000000031832e+02,1.554624326980179383e+00
1.387667887667887499e+02,1.499999999999814690e+02,1.554934475526621895e+00
1.388888888888888857e+02,1.500000000000031832e+02,1.555244216619512843e+00
1.390109890109890216e+02,1.500000000000000000e+02,1.555553543417407925e+00
1.391330891330891291e+02,1.500000000000000000e+02,1.555862449085213095e+00
1.392551892551892365e+02,1.500000000000185310e+02,1.556170926794748777e+00
1.393772893772893724e+02,1.500000000000031832e+02,1.556478969730152873e+00
1.394993894993895083e+02,1.500000000000000000e+02,1.556786571083344617e+00
1.396214896214896157e+02,1.500000000000000000e+02,1.557093724053094208e+00
1.397435897435897232e+02,1.499999999999814690e+02,1.557400421849282068e+00
1.398656898656898591e+02,1.500000000000031832e+02,1.557706657689185814e+00
1.399877899877899949e+02,1.500000000000185310e+02,1.558012424797140305e+00
1.401098901098901024e+02,1.499999999999814690e+02,1.558317716407806142e+00
1.402319902319902098e+02,1.500000000000185310e+02,1.558622525771728107e+00
1.403540903540903457e+02,1.499999999999846523e+02,1.558926846133969368e+00
1.404761904761904816e+02,1.500000000000000000e+02,1.559230670758661175e+00
1.405982905982905891e+02,1.500000000000031832e+02,1.559533992918460621e+00
1.407203907203906965e+02,1.499999999999814690e+02,1.559836805892178768e+00
1.408424908424908324e+02,1.500000000000185310e+02,1.560139102967152747e+00
1.409645909645909683e+02,1.500000000000000000e+02,1.560440877442986096e+00
1.410866910866910757e+02,1.499999999999846523e+02,1.560742122625667250e+00
1.412087912087911832e+02,1.500000000000185310e+02,1.561042831833305389e+00
1.413308913308913475e+02,1.499999999999968168e+02,1.561342998387164949e+00
1.414529914529914549e+02,1.500000000000031832e+02,1.561642615626537056e+00
1.415750915750915624e+02,1.499999999999968168e+02,1.561941676891346775e+00
1.416971916971916983e+02,1.499999999999878355e+02,1.562240175537725984e+00
1.418192918192918341e+02,1.499999999999968168e+02,1.562538104926836535e+00
1.419413919413919416e+02,1.500000000000248974e+02,1.562835458429960411e+00
1.420634920634920491e+02,1.499999999999968168e+02,1.563132229429595288e+00
1.421855921855921849e+02,1.500000000000031832e+02,1.563428411315755495e+00
1.423076923076923208e+02,1.499999999999968168e+02,1.563723997489271600e+00
1.424297924297924283e+02,1.499999999999878355e+02,1.564018981357941040e+00
1.425518925518925357e+02,1.499999999999968168e+02,1.564313356346742179e+00
1.426739926739926716e+02,1.500000000000031832e+02,1.564607115878107857e+00
1.427960927960928075e+02,1.499999999999968168e+02,1.564900253395702379e+00
1.429181929181929149e+02,1.499999999999878355e+02,1.565192762343214250e+00
1.430402930402930224e+02,1.500000000000185310e+02,1.565484636184485412e+00
1.431623931623931583e+02,1.499999999999814690e+02,1.565775868383880054e+00
1.432844932844932941e+02,1.500000000000185310e+02,1.566066452421668309e+00
1.434065934065934016e+02,1.500000000000031832e+02,1.566356381783141627e+00
1.435286935286935091e+02,1.500000000000185310e+02,1.566645649969037324e+00
1.436507936507936449e+02,1.499999999999661497e+02,1.566934250483416724e+00
1.437728937728937808e+02,1.500000000000185310e+02,1.567222176849365489e+00
1.438949938949938883e+02,1.500000000000185310e+02,1.567509422590110058e+00
1.440170940170939957e+02,1.499999999999814690e+02,1.567795981246348447e+00
1.441391941391941316e+02,1.500000000000031832e+02,1.568081846365744658e+00
1.442612942612942675e+02,1.499999999999814690e+02,1.568367011506631936e+00
1.443833943833943749e+02,1.500000000000185310e+02,1.568651470238545897e+00
1.445054945054944824e+02,1.499999999999814690e+02,1.568935216140389333e+00
1.446275946275946183e+02,1.500000000000031832e+02,1.569218242802227659e+00
1.447496947496947541e+02,1.500000000000185310e+02,1.569500543822624827e+00
1.448717948717948616e+02,1.500000000000031832e+02,1.569782112814758657e+00
1.449938949938949690e+02,1.499999999999814690e+02,1.570062943396791422e+00
1.451159951159951049e+02,1.500000000000185310e+02,1.570343029201355378e+00
1.452380952380952408e+02,1.499999999999814690e+02,1.570622363873198424e+00
1.453601953601953483e+02,1.500000000000338503e+02,1.570900941062277845e+00
1.454822954822954841e+02,1.499999999999878355e+02,1.571178754433373959e+00
1.456043956043956200e+02,1.499999999999968168e+02,1.571455797661025278e+00
1.457264957264957275e+02,1.500000000000031832e+02,1.571732064432360465e+00
1.458485958485958349e+02,1.499999999999968168e+02,1.572007548440668145e+00
1.459706959706959708e+02,1.499999999999878355e+02,1.572282243395921819e+00
1.460927960927961067e+02,1.499999999999968168e+02,1.572556143014543828e+00
